Time	Distance	Velocity
0	99.99501	-9.98484
0.002	99.95509	-29.9206
0.004	99.87536	-49.80457
0.006	99.75591	-69.62892
0.008	99.59689	-89.38583
0.01	99.39842	-109.06755
0.012	99.16067	-128.66637
0.014	98.88382	-148.17461
0.016	98.56804	-167.58467
0.018	98.21355	-186.88898
0.02	97.82056	-206.08004
0.022	97.38931	-225.15041
0.024	96.92004	-244.09271
0.026	96.41303	-262.89963
0.028	95.86854	-281.56392
0.03	95.28687	-300.07841
0.032	94.66833	-318.436
0.034	94.01324	-336.62967
0.036	93.32193	-354.65248
0.038	92.59475	-372.49756
0.04	91.83206	-390.15814
0.042	91.03424	-407.62754
0.044	90.20168	-424.89914
0.046	89.33478	-441.96646
0.048	88.43396	-458.82307
0.05	87.49963	-475.46266
0.052	86.53225	-491.87902
0.054	85.53227	-508.06602
0.056	84.50015	-524.01767
0.058	83.43636	-539.72806
0.06	82.3414	-555.19139
0.062	81.21576	-570.40198
0.064	80.05996	-585.35425
0.066	78.87452	-600.04275
0.068	77.65997	-614.46213
0.07	76.41686	-628.60717
0.072	75.14573	-642.47276
0.074	73.84715	-656.05393
0.076	72.52171	-669.34581
0.078	71.16997	-682.34367
0.08	69.79253	-695.04291
0.082	68.39	-707.43904
0.084	66.96298	-719.52772
0.086	65.51209	-731.30474
0.088	64.03797	-742.766
0.09	62.54124	-753.90757
0.092	61.02256	-764.72562
0.094	59.48256	-775.21648
0.096	57.92191	-785.37662
0.098	56.34128	-795.20263
0.1	54.74133	-804.69126
0.102	53.12274	-813.83938
0.104	51.4862	-822.64403
0.106	49.83239	-831.10237
0.108	48.16202	-839.2117
0.11	46.47578	-846.9695
0.112	44.77438	-854.37336
0.114	43.05852	-861.42103
0.116	41.32893	-868.11041
0.118	39.58632	-874.43954
0.12	37.83142	-880.4066
0.122	36.06494	-886.00995
0.124	34.28762	-891.24806
0.126	32.50019	-896.11958
0.128	30.70339	-900.62328
0.13	28.89794	-904.75811
0.132	27.0846	-908.52314
0.134	25.2641	-911.91762
0.136	23.43718	-914.94093
0.138	21.60458	-917.5926
0.14	19.76706	-919.87231
0.142	17.92534	-921.7799
0.144	16.08018	-923.31535
0.146	14.23233	-924.47878
0.148	12.38252	-925.27048
0.15	10.53149	-925.69088
0.152	8.68	-925.74053
0.154	6.82878	-925.42018
0.156	4.97857	-924.73068
0.158	3.1301	-923.67304
0.16	1.28412	-922.24843
0.162	-0.55865	-920.45815
0.164	-2.39747	-918.30365
0.166	-4.23162	-915.7865
0.168	-6.06038	-912.90845
0.17	-7.88302	-909.67137
0.172	-9.69882	-906.07726
0.174	-11.50709	-902.12827
0.176	-13.3071	-897.82669
0.178	-15.09816	-893.17495
0.18	-16.87957	-888.1756
0.182	-18.65063	-882.83134
0.184	-20.41067	-877.14499
0.186	-22.15899	-871.1195
0.188	-23.89492	-864.75796
0.19	-25.6178	-858.06359
0.192	-27.32696	-851.03972
0.194	-29.02174	-843.68982
0.196	-30.7015	-836.01748
0.198	-32.3656	-828.02641
0.2	-34.0134	-819.72044
0.202	-35.64427	-811.10351
0.204	-37.25761	-802.17969
0.206	-38.85279	-792.95316
0.208	-40.42922	-783.42821
0.21	-41.98631	-773.60924
0.212	-43.52346	-763.50077
0.214	-45.04012	-753.10741
0.216	-46.53571	-742.43388
0.218	-48.00967	-731.48502
0.22	-49.46147	-720.26573
0.222	-50.89056	-708.78106
0.224	-52.29642	-697.03611
0.226	-53.67853	-685.0361
0.228	-55.0364	-672.78634
0.23	-56.36951	-660.29221
0.232	-57.6774	-647.5592
0.234	-58.9596	-634.59288
0.236	-60.21562	-621.39889
0.238	-61.44504	-607.98296
0.24	-62.64741	-594.35089
0.242	-63.82231	-580.50856
0.244	-64.96931	-566.46193
0.246	-66.08802	-552.21701
0.248	-67.17805	-537.77989
0.25	-68.23902	-523.15673
0.252	-69.27056	-508.35374
0.254	-70.27232	-493.37719
0.256	-71.24395	-478.23342
0.258	-72.18514	-462.92881
0.26	-73.09557	-447.4698
0.262	-73.97492	-431.86288
0.264	-74.82292	-416.11457
0.266	-75.63929	-400.23145
0.268	-76.42376	-384.22014
0.27	-77.17609	-368.08729
0.272	-77.89604	-351.83959
0.274	-78.58338	-335.48376
0.276	-79.2379	-319.02656
0.278	-79.85942	-302.47475
0.28	-80.44774	-285.83516
0.282	-81.00271	-269.11459
0.284	-81.52415	-252.3199
0.286	-82.01194	-235.45794
0.288	-82.46595	-218.53559
0.29	-82.88605	-201.55972
0.292	-83.27215	-184.53723
0.294	-83.62417	-167.47501
0.296	-83.94203	-150.37996
0.298	-84.22567	-133.25897
0.3	-84.47505	-116.11895
0.302	-84.69014	-98.96677
0.304	-84.87092	-81.80931
0.306	-85.01738	-64.65345
0.308	-85.12954	-47.50603
0.31	-85.20741	-30.37389
0.312	-85.25105	-13.26384
0.314	-85.26049	3.81733
0.316	-85.2358	20.86284
0.318	-85.17707	37.86595
0.32	-85.08437	54.81997
0.322	-84.95782	71.7182
0.324	-84.79754	88.55402
0.326	-84.60365	105.32081
0.328	-84.37631	122.01202
0.33	-84.11566	138.62112
0.332	-83.82188	155.14164
0.334	-83.49516	171.56717
0.336	-83.13568	187.89132
0.338	-82.74366	204.10778
0.34	-82.31933	220.21028
0.342	-81.8629	236.19261
0.344	-81.37464	252.04863
0.346	-80.8548	267.77225
0.348	-80.30364	283.35746
0.35	-79.72146	298.79831
0.352	-79.10855	314.08891
0.354	-78.46521	329.22345
0.356	-77.79176	344.1962
0.358	-77.08854	359.0015
0.36	-76.35587	373.63376
0.362	-75.59412	388.08749
0.364	-74.80365	402.35727
0.366	-73.98482	416.43775
0.368	-73.13802	430.32371
0.37	-72.26366	444.00996
0.372	-71.36212	457.49146
0.374	-70.43383	470.7632
0.376	-69.47921	483.82032
0.378	-68.4987	496.65803
0.38	-67.49273	509.27162
0.382	-66.46176	521.65652
0.384	-65.40626	533.80822
0.386	-64.32669	545.72234
0.388	-63.22353	557.39459
0.39	-62.09727	568.8208
0.392	-60.94841	579.99688
0.394	-59.77745	590.91887
0.396	-58.58491	601.58292
0.398	-57.3713	611.98527
0.4	-56.13715	622.1223
0.402	-54.88299	631.99049
0.404	-53.60936	641.58642
0.406	-52.31683	650.90681
0.408	-51.00592	659.94849
0.41	-49.67722	668.70839
0.412	-48.33128	677.18358
0.414	-46.96868	685.37125
0.416	-45.58999	693.26869
0.418	-44.1958	700.87333
0.42	-42.78669	708.18272
0.422	-41.36326	715.19452
0.424	-39.92611	721.90653
0.426	-38.47584	728.31666
0.428	-37.01305	734.42297
0.43	-35.53835	740.2236
0.432	-34.05236	745.71686
0.434	-32.55569	750.90117
0.436	-31.04896	755.77507
0.438	-29.5328	760.33724
0.44	-28.00782	764.58646
0.442	-26.47466	768.52168
0.444	-24.93395	772.14195
0.446	-23.3863	775.44644
0.448	-21.83237	778.43447
0.45	-20.27278	781.10549
0.452	-18.70816	783.45904
0.454	-17.13915	785.49483
0.456	-15.56639	787.21268
0.458	-13.99051	788.61254
0.46	-12.41215	789.69449
0.462	-10.83195	790.45872
0.464	-9.25053	790.90556
0.466	-7.66854	791.03548
0.468	-6.0866	790.84905
0.47	-4.50535	790.34698
0.472	-2.92542	789.5301
0.474	-1.34744	788.39937
0.476	0.22797	786.95586
0.478	1.80018	785.20078
0.48	3.36856	783.13545
0.482	4.93251	780.76131
0.484	6.4914	778.07994
0.486	8.04463	775.09301
0.488	9.59157	771.80234
0.49	11.13164	768.20983
0.492	12.66421	764.31754
0.494	14.18871	760.12762
0.496	15.70453	755.64232
0.498	17.21108	750.86405
0.5	18.70779	745.79529
0.502	20.19407	740.43864
0.504	21.66935	734.79683
0.506	23.13307	728.87267
0.508	24.58466	722.6691
0.51	26.02356	716.18916
0.512	27.44923	709.43599
0.514	28.86113	702.41282
0.516	30.25871	695.12302
0.518	31.64144	687.57001
0.52	33.00881	679.75736
0.522	34.3603	671.68869
0.524	35.6954	663.36774
0.526	37.01361	654.79835
0.528	38.31443	645.98443
0.53	39.59738	636.92999
0.532	40.86199	627.63914
0.534	42.10779	618.11605
0.536	43.3343	608.365
0.538	44.5411	598.39033
0.54	45.72772	588.19649
0.542	46.89374	577.78797
0.544	48.03873	567.16938
0.546	49.16228	556.34537
0.548	50.26398	545.32068
0.55	51.34343	534.10011
0.552	52.40025	522.68854
0.554	53.43406	511.09091
0.556	54.44449	499.31223
0.558	55.43119	487.35757
0.56	56.39381	475.23204
0.562	57.33201	462.94085
0.564	58.24547	450.48923
0.566	59.13386	437.88248
0.568	59.9969	425.12595
0.57	60.83427	412.22503
0.572	61.64571	399.18516
0.574	62.43092	386.01184
0.576	63.18967	372.71059
0.578	63.92168	359.28699
0.58	64.62674	345.74665
0.582	65.3046	332.0952
0.584	65.95505	318.33833
0.586	66.57788	304.48173
0.588	67.17291	290.53116
0.59	67.73995	276.49237
0.592	68.27883	262.37114
0.594	68.78938	248.17329
0.596	69.27147	233.90464
0.598	69.72496	219.57104
0.6	70.14972	205.17833
0.602	70.54564	190.73239
0.604	70.91262	176.23911
0.606	71.25057	161.70435
0.608	71.55941	147.13403
0.61	71.83908	132.53402
0.612	72.08953	117.91022
0.614	72.31071	103.26853
0.616	72.5026	88.61483
0.618	72.66517	73.95499
0.62	72.79842	59.29489
0.622	72.90235	44.6404
0.624	72.97698	29.99734
0.626	73.02235	15.37155
0.628	73.03849	0.76885
0.63	73.02544	-13.80499
0.632	72.98329	-28.34419
0.634	72.91209	-42.84302
0.636	72.81195	-57.29576
0.638	72.68295	-71.69673
0.64	72.5252	-86.04027
0.642	72.33883	-100.32078
0.644	72.12396	-114.53267
0.646	71.88075	-128.67039
0.648	71.60933	-142.72846
0.65	71.30989	-156.7014
0.652	70.98259	-170.58381
0.654	70.62762	-184.37032
0.656	70.24517	-198.05561
0.658	69.83547	-211.63442
0.66	69.39871	-225.10153
0.662	68.93514	-238.45179
0.664	68.44499	-251.68009
0.666	67.9285	-264.78139
0.668	67.38595	-277.75071
0.67	66.81759	-290.58314
0.672	66.22371	-303.27381
0.674	65.60459	-315.81794
0.676	64.96054	-328.21081
0.678	64.29185	-340.44778
0.68	63.59885	-352.52425
0.682	62.88187	-364.43573
0.684	62.14122	-376.17779
0.686	61.37727	-387.74607
0.688	60.59036	-399.1363
0.69	59.78085	-410.34429
0.692	58.94911	-421.36591
0.694	58.09551	-432.19714
0.696	57.22045	-442.83402
0.698	56.32431	-453.2727
0.7	55.40749	-463.50941
0.702	54.47041	-473.54045
0.704	53.51347	-483.36223
0.706	52.5371	-492.97123
0.708	51.54173	-502.36406
0.71	50.52779	-511.53738
0.712	49.49573	-520.48796
0.714	48.44599	-529.21269
0.716	47.37903	-537.70851
0.718	46.29531	-545.9725
0.72	45.1953	-554.00182
0.722	44.07946	-561.79372
0.724	42.94828	-569.34556
0.726	41.80224	-576.65482
0.728	40.64182	-583.71905
0.73	39.46753	-590.53591
0.732	38.27985	-597.10319
0.734	37.07928	-603.41875
0.736	35.86634	-609.48057
0.738	34.64153	-615.28674
0.74	33.40537	-620.83545
0.742	32.15836	-626.12499
0.744	30.90104	-631.15378
0.746	29.63392	-635.92032
0.748	28.35753	-640.42323
0.75	27.07241	-644.66123
0.752	25.77907	-648.63317
0.754	24.47805	-652.33799
0.756	23.16989	-655.77474
0.758	21.85513	-658.94259
0.76	20.5343	-661.8408
0.762	19.20795	-664.46876
0.764	17.87661	-666.82595
0.766	16.54083	-668.91198
0.768	15.20114	-670.72656
0.77	13.8581	-672.26949
0.772	12.51224	-673.54071
0.774	11.16412	-674.54026
0.776	9.81426	-675.26826
0.778	8.46323	-675.72499
0.78	7.11155	-675.91079
0.782	5.75976	-675.82614
0.784	4.40842	-675.4716
0.786	3.05806	-674.84786
0.788	1.70921	-673.95571
0.79	0.36241	-672.79604
0.792	-0.9818	-671.36984
0.794	-2.32289	-669.67823
0.796	-3.66034	-667.72239
0.798	-4.9936	-665.50366
0.8	-6.32218	-663.02343
0.802	-7.64553	-660.28321
0.804	-8.96314	-657.28464
0.806	-10.27449	-654.02941
0.808	-11.57908	-650.51934
0.81	-12.8764	-646.75635
0.812	-14.16594	-642.74244
0.814	-15.44721	-638.47972
0.816	-16.7197	-633.97039
0.818	-17.98292	-629.21674
0.82	-19.2364	-624.22117
0.822	-20.47965	-618.98614
0.824	-21.71219	-613.51423
0.826	-22.93355	-607.80811
0.828	-24.14327	-601.87051
0.83	-25.34088	-595.70428
0.832	-26.52593	-589.31233
0.834	-27.69798	-582.69767
0.836	-28.85658	-575.86339
0.838	-30.00129	-568.81266
0.84	-31.13169	-561.54872
0.842	-32.24734	-554.07491
0.844	-33.34785	-546.39463
0.846	-34.43279	-538.51137
0.848	-35.50176	-530.42867
0.85	-36.55437	-522.15017
0.852	-37.59023	-513.67956
0.854	-38.60896	-505.02062
0.856	-39.61019	-496.17718
0.858	-40.59355	-487.15315
0.86	-41.55869	-477.95248
0.862	-42.50525	-468.57922
0.864	-43.43289	-459.03744
0.866	-44.34129	-449.3313
0.868	-45.23011	-439.46501
0.87	-46.09904	-429.44283
0.872	-46.94778	-419.26907
0.874	-47.77602	-408.94811
0.876	-48.58348	-398.48435
0.878	-49.36987	-387.88227
0.88	-50.13492	-377.14639
0.882	-50.87837	-366.28125
0.884	-51.59996	-355.29145
0.886	-52.29945	-344.18165
0.888	-52.97661	-332.95651
0.89	-53.6312	-321.62076
0.892	-54.26302	-310.17914
0.894	-54.87185	-298.63643
0.896	-55.4575	-286.99746
0.898	-56.01978	-275.26706
0.9	-56.55851	-263.45011
0.902	-57.07353	-251.55149
0.904	-57.56467	-239.57613
0.906	-58.03179	-227.52897
0.908	-58.47474	-215.41496
0.91	-58.8934	-203.23907
0.912	-59.28766	-191.0063
0.914	-59.65739	-178.72165
0.916	-60.00251	-166.39013
0.918	-60.32293	-154.01676
0.92	-60.61856	-141.60657
0.922	-60.88933	-129.16459
0.924	-61.1352	-116.69586
0.926	-61.3561	-104.20541
0.928	-61.55201	-91.69827
0.93	-61.72289	-79.17949
0.932	-61.86872	-66.65407
0.934	-61.9895	-54.12705
0.936	-62.08523	-41.60343
0.938	-62.15592	-29.08821
0.94	-62.20159	-16.58637
0.942	-62.22228	-4.10288
0.944	-62.21802	8.3573
0.946	-62.18887	20.78926
0.948	-62.13489	33.18806
0.95	-62.05614	45.54883
0.952	-61.95272	57.86671
0.954	-61.82471	70.13685
0.956	-61.67221	82.35444
0.958	-61.49533	94.51472
0.96	-61.29419	106.61294
0.962	-61.06892	118.64438
0.964	-60.81966	130.60438
0.966	-60.54655	142.48829
0.968	-60.24976	154.29152
0.97	-59.92944	166.00952
0.972	-59.58578	177.63776
0.974	-59.21896	189.1718
0.976	-58.82916	200.60719
0.978	-58.4166	211.93958
0.98	-57.98147	223.16464
0.982	-57.52401	234.2781
0.984	-57.04444	245.27574
0.986	-56.54299	256.15339
0.988	-56.01991	266.90696
0.99	-55.47545	277.53239
0.992	-54.90987	288.02569
0.994	-54.32343	298.38293
0.996	-53.71643	308.60025
0.998	-53.08913	318.67384
1	-52.44183	328.59997
1.002	-51.77483	338.37496
1.004	-51.08843	347.99522
1.006	-50.38295	357.45719
1.008	-49.65871	366.75743
1.01	-48.91603	375.89253
1.012	-48.15525	384.85917
1.014	-47.37671	393.65412
1.016	-46.58075	402.2742
1.018	-45.76773	410.71631
1.02	-44.93801	418.97743
1.022	-44.09195	427.05464
1.024	-43.22992	434.94505
1.026	-42.35229	442.64591
1.028	-41.45946	450.1545
1.03	-40.55181	457.46822
1.032	-39.62972	464.58452
1.034	-38.6936	471.50096
1.036	-37.74385	478.21518
1.038	-36.78088	484.7249
1.04	-35.80509	491.02792
1.042	-34.8169	497.12214
1.044	-33.81674	503.00553
1.046	-32.80502	508.67618
1.048	-31.78218	514.13224
1.05	-30.74864	519.37195
1.052	-29.70484	524.39367
1.054	-28.65121	529.19581
1.056	-27.5882	533.77689
1.058	-26.51625	538.13553
1.06	-25.43581	542.27043
1.062	-24.34732	546.18039
1.064	-23.25124	549.86428
1.066	-22.14801	553.3211
1.068	-21.0381	556.54991
1.07	-19.92197	559.54988
1.072	-18.80006	562.32026
1.074	-17.67284	564.86042
1.076	-16.54077	567.16979
1.078	-15.40431	569.24791
1.08	-14.26393	571.09442
1.082	-13.12009	572.70903
1.084	-11.97325	574.09157
1.086	-10.82388	575.24195
1.088	-9.67244	576.16017
1.09	-8.51939	576.84633
1.092	-7.36521	577.30062
1.094	-6.21035	577.52332
1.096	-5.05527	577.51481
1.098	-3.90044	577.27554
1.1	-2.74632	576.80608
1.102	-1.59337	576.10708
1.104	-0.44204	575.17926
1.106	0.7072	574.02347
1.108	1.8539	572.64061
1.11	2.99761	571.0317
1.112	4.13788	569.19782
1.114	5.27425	567.14016
1.116	6.40629	564.86
1.118	7.53354	562.35867
1.12	8.65558	559.63764
1.122	9.77195	556.69842
1.124	10.88222	553.54262
1.126	11.98598	550.17193
1.128	13.08277	546.58814
1.13	14.17219	542.79311
1.132	15.2538	538.78876
1.134	16.3272	534.57712
1.136	17.39198	530.16028
1.138	18.44771	525.54042
1.14	19.494	520.7198
1.142	20.53046	515.70073
1.144	21.55668	510.48562
1.146	22.57227	505.07696
1.148	23.57686	499.47727
1.15	24.57005	493.68919
1.152	25.55149	487.7154
1.154	26.52079	481.55866
1.156	27.4776	475.2218
1.158	28.42156	468.70771
1.16	29.35232	462.01934
1.162	30.26953	455.15972
1.164	31.17284	448.13193
1.166	32.06194	440.93911
1.168	32.93649	433.58448
1.17	33.79618	426.07128
1.172	34.64067	418.40284
1.174	35.46969	410.58253
1.176	36.28291	402.61378
1.178	37.08004	394.50008
1.18	37.86081	386.24495
1.182	38.62493	377.85198
1.184	39.37213	369.32479
1.186	40.10214	360.66706
1.188	40.81471	351.88251
1.19	41.50959	342.9749
1.192	42.18653	333.94805
1.194	42.84531	324.80579
1.196	43.48568	315.552
1.198	44.10744	306.19062
1.2	44.71038	296.72559
1.202	45.29428	287.1609
1.204	45.85896	277.50058
1.206	46.40422	267.74867
1.208	46.92989	257.90926
1.21	47.4358	247.98645
1.212	47.92179	237.98437
1.214	48.38769	227.90719
1.216	48.83337	217.75907
1.218	49.25868	207.54421
1.22	49.6635	197.26682
1.222	50.04771	186.93115
1.224	50.41119	176.54143
1.226	50.75384	166.10193
1.228	51.07557	155.61691
1.23	51.37628	145.09066
1.232	51.65591	134.52747
1.234	51.91437	123.93162
1.236	52.15161	113.30743
1.238	52.36758	102.65918
1.24	52.56224	91.99119
1.242	52.73554	81.30776
1.244	52.88746	70.61318
1.246	53.01799	59.91175
1.248	53.12711	49.20777
1.25	53.21482	38.5055
1.252	53.28113	27.80924
1.254	53.32606	17.12323
1.256	53.34963	6.45174
1.258	53.35188	-4.20102
1.26	53.33285	-14.83081
1.262	53.29258	-25.43344
1.264	53.23113	-36.00472
1.266	53.14858	-46.54049
1.268	53.045	-57.03661
1.27	52.92046	-67.48897
1.272	52.77507	-77.89348
1.274	52.60893	-88.24608
1.276	52.42213	-98.54273
1.278	52.21479	-108.77943
1.28	51.98705	-118.95221
1.282	51.73903	-129.05713
1.284	51.47087	-139.0903
1.286	51.18272	-149.04784
1.288	50.87473	-158.92593
1.29	50.54707	-168.72077
1.292	50.19991	-178.42863
1.294	49.83342	-188.04579
1.296	49.44779	-197.5686
1.298	49.04321	-206.99344
1.3	48.61988	-216.31673
1.302	48.17801	-225.53496
1.304	47.71781	-234.64464
1.306	47.23951	-243.64237
1.308	46.74332	-252.52476
1.31	46.22949	-261.2885
1.312	45.69825	-269.93032
1.314	45.14985	-278.44702
1.316	44.58455	-286.83543
1.318	44.0026	-295.09247
1.32	43.40427	-303.2151
1.322	42.78983	-311.20034
1.324	42.15956	-319.04527
1.326	41.51374	-326.74704
1.328	40.85267	-334.30286
1.33	40.17663	-341.70999
1.332	39.48593	-348.96579
1.334	38.78087	-356.06765
1.336	38.06176	-363.01304
1.338	37.32892	-369.79949
1.34	36.58267	-376.42462
1.342	35.82333	-382.8861
1.344	35.05124	-389.18167
1.346	34.26672	-395.30915
1.348	33.47011	-401.26643
1.35	32.66177	-407.05146
1.352	31.84202	-412.66228
1.354	31.01124	-418.097
1.356	30.16976	-423.3538
1.358	29.31794	-428.43092
1.36	28.45615	-433.32671
1.362	27.58476	-438.03956
1.364	26.70412	-442.56796
1.366	25.81461	-446.91046
1.368	24.9166	-451.06572
1.37	24.01047	-455.03242
1.372	23.0966	-458.80938
1.374	22.17536	-462.39546
1.376	21.24714	-465.78961
1.378	20.31233	-468.99085
1.38	19.37131	-471.99829
1.382	18.42447	-474.81112
1.384	17.47219	-477.4286
1.386	16.51488	-479.85008
1.388	15.55293	-482.07498
1.39	14.58671	-484.1028
1.392	13.61665	-485.93313
1.394	12.64311	-487.56563
1.396	11.66652	-489.00004
1.398	10.68725	-490.23619
1.4	9.7057	-491.27397
1.402	8.72228	-492.11338
1.404	7.73738	-492.75446
1.406	6.7514	-493.19737
1.408	5.76472	-493.44232
1.41	4.77776	-493.4896
1.412	3.7909	-493.3396
1.414	2.80453	-492.99277
1.416	1.81906	-492.44964
1.418	0.83486	-491.71081
1.42	-0.14766	-490.77698
1.422	-1.12811	-489.64891
1.424	-2.10612	-488.32743
1.426	-3.0813	-486.81346
1.428	-4.05325	-485.108
1.43	-5.0216	-483.2121
1.432	-5.98597	-481.1269
1.434	-6.94598	-478.85362
1.436	-7.90126	-476.39353
1.438	-8.85143	-473.748
1.44	-9.79613	-470.91846
1.442	-10.73499	-467.90639
1.444	-11.66764	-464.71337
1.446	-12.59372	-461.34104
1.448	-13.51288	-457.7911
1.45	-14.42477	-454.06532
1.452	-15.32903	-450.16556
1.454	-16.22531	-446.0937
1.456	-17.11329	-441.85172
1.458	-17.99261	-437.44166
1.46	-18.86294	-432.86562
1.462	-19.72396	-428.12575
1.464	-20.57534	-423.22428
1.466	-21.41675	-418.16349
1.468	-22.24789	-412.94572
1.47	-23.06843	-407.57336
1.472	-23.87808	-402.04888
1.474	-24.67653	-396.37478
1.476	-25.46348	-390.55363
1.478	-26.23865	-384.58806
1.48	-27.00174	-378.48072
1.482	-27.75248	-372.23435
1.484	-28.49059	-365.85173
1.486	-29.2158	-359.33566
1.488	-29.92784	-352.68903
1.49	-30.62647	-345.91475
1.492	-31.31142	-339.01578
1.494	-31.98245	-331.99513
1.496	-32.63932	-324.85584
1.498	-33.28179	-317.60101
1.5	-33.90965	-310.23377
1.502	-34.52266	-302.75728
1.504	-35.12061	-295.17475
1.506	-35.70329	-287.48943
1.508	-36.2705	-279.70458
1.51	-36.82204	-271.82352
1.512	-37.35773	-263.84959
1.514	-37.87738	-255.78616
1.516	-38.38082	-247.63663
1.518	-38.86787	-239.40443
1.52	-39.33838	-231.09302
1.522	-39.79219	-222.70587
1.524	-40.22916	-214.24649
1.526	-40.64913	-205.7184
1.528	-41.05199	-197.12515
1.53	-41.43759	-188.47029
1.532	-41.80583	-179.75742
1.534	-42.15659	-170.99013
1.536	-42.48976	-162.17203
1.538	-42.80524	-153.30675
1.54	-43.10295	-144.39792
1.542	-43.38281	-135.4492
1.544	-43.64473	-126.46422
1.546	-43.88864	-117.44667
1.548	-44.11449	-108.4002
1.55	-44.32223	-99.3285
1.552	-44.51179	-90.23522
1.554	-44.68316	-81.12406
1.556	-44.83628	-71.99869
1.558	-44.97114	-62.86278
1.56	-45.08773	-53.72
1.562	-45.18602	-44.57403
1.564	-45.26602	-35.42852
1.566	-45.32774	-26.28712
1.568	-45.37118	-17.15349
1.57	-45.39636	-8.03125
1.572	-45.40331	1.07598
1.574	-45.39207	10.16457
1.576	-45.36267	19.23095
1.578	-45.31516	28.27153
1.58	-45.2496	37.28274
1.582	-45.16605	46.26106
1.584	-45.06458	55.20295
1.586	-44.94527	64.10492
1.588	-44.80819	72.96348
1.59	-44.65345	81.77519
1.592	-44.48112	90.53662
1.594	-44.29133	99.24437
1.596	-44.08419	107.89506
1.598	-43.85979	116.48535
1.6	-43.61829	125.01194
1.602	-43.35979	133.47153
1.604	-43.08445	141.86089
1.606	-42.7924	150.1768
1.608	-42.48379	158.41609
1.61	-42.15879	166.57561
1.612	-41.81754	174.65228
1.614	-41.46023	182.64301
1.616	-41.08703	190.5448
1.618	-40.69812	198.35466
1.62	-40.29368	206.06965
1.622	-39.8739	213.68689
1.624	-39.439	221.20352
1.626	-38.98916	228.61675
1.628	-38.5246	235.92381
1.63	-38.04553	243.122
1.632	-37.55219	250.20866
1.634	-37.04478	257.18118
1.636	-36.52354	264.037
1.638	-35.98871	270.77362
1.64	-35.44053	277.38858
1.642	-34.87924	283.87948
1.644	-34.30509	290.24398
1.646	-33.71835	296.47979
1.648	-33.11926	302.58467
1.65	-32.5081	308.55644
1.652	-31.88512	314.39298
1.654	-31.25062	320.09224
1.656	-30.60485	325.6522
1.658	-29.9481	331.07093
1.66	-29.28066	336.34654
1.662	-28.60281	341.47721
1.664	-27.91485	346.46118
1.666	-27.21707	351.29675
1.668	-26.50976	355.98228
1.67	-25.79324	360.51621
1.672	-25.0678	364.89702
1.674	-24.33375	369.12327
1.676	-23.59141	373.19358
1.678	-22.84108	377.10663
1.68	-22.08309	380.86118
1.682	-21.31774	384.45604
1.684	-20.54537	387.8901
1.686	-19.76629	391.16229
1.688	-18.98083	394.27165
1.69	-18.18932	397.21724
1.692	-17.39207	399.99823
1.694	-16.58943	402.61383
1.696	-15.78173	405.06332
1.698	-14.96929	407.34606
1.7	-14.15245	409.46147
1.702	-13.33156	411.40904
1.704	-12.50693	413.18832
1.706	-11.67892	414.79894
1.708	-10.84785	416.2406
1.71	-10.01407	417.51305
1.712	-9.17791	418.61613
1.714	-8.33971	419.54973
1.716	-7.49982	420.31382
1.718	-6.65857	420.90843
1.72	-5.8163	421.33366
1.722	-4.97335	421.58968
1.724	-4.13006	421.67673
1.726	-3.28676	421.59511
1.728	-2.44379	421.34518
1.73	-1.60149	420.9274
1.732	-0.76019	420.34225
1.734	0.07977	419.5903
1.736	0.91806	418.6722
1.738	1.75435	417.58863
1.74	2.58831	416.34037
1.742	3.4196	414.92824
1.744	4.24791	413.35313
1.746	5.07291	411.61599
1.748	5.89427	409.71785
1.75	6.71167	407.65978
1.752	7.5248	405.44293
1.754	8.33334	403.0685
1.756	9.13697	400.53775
1.758	9.93539	397.85201
1.76	10.72828	395.01266
1.762	11.51533	392.02114
1.764	12.29626	388.87895
1.766	13.07075	385.58765
1.768	13.83851	382.14885
1.77	14.59925	378.56422
1.772	15.35267	374.83548
1.774	16.0985	370.96441
1.776	16.83644	366.95284
1.778	17.56621	362.80266
1.78	18.28756	358.5158
1.782	19.00019	354.09424
1.784	19.70384	349.54003
1.786	20.39826	344.85525
1.788	21.08318	340.04203
1.79	21.75835	335.10254
1.792	22.42351	330.03903
1.794	23.07842	324.85375
1.796	23.72284	319.54902
1.798	24.35654	314.12721
1.8	24.97928	308.59071
1.802	25.59083	302.94196
1.804	26.19097	297.18344
1.806	26.77949	291.31768
1.808	27.35617	285.34723
1.81	27.92081	279.27469
1.812	28.4732	273.10269
1.814	29.01316	266.8339
1.816	29.54048	260.471
1.818	30.05498	254.01674
1.82	30.55648	247.47387
1.822	31.04482	240.84518
1.824	31.51981	234.1335
1.826	31.9813	227.34168
1.828	32.42912	220.47258
1.83	32.86314	213.52911
1.832	33.28319	206.51419
1.834	33.68915	199.43076
1.836	34.08087	192.2818
1.838	34.45823	185.07028
1.84	34.82111	177.79923
1.842	35.16939	170.47165
1.844	35.50297	163.0906
1.846	35.82172	155.65913
1.848	36.12557	148.1803
1.85	36.41441	140.65721
1.852	36.68817	133.09294
1.854	36.94676	125.4906
1.856	37.19011	117.85331
1.858	37.41815	110.18419
1.86	37.63083	102.48636
1.862	37.82808	94.76295
1.864	38.00986	87.01712
