                Time                  dU                   w                   q              dTheta                   v                   p                   r                 Phi                 Shi                   x                   y                   z
                   0            -0.00000            -0.00000             0.00000             0.00000             0.00000             0.00004            -0.00000             0.00000            -0.00000             0.77400             0.00000         15000.00100
             0.01200            -0.00000            -0.00000             0.00000             0.00000             0.00006             0.00048            -0.00001             0.00018            -0.00000            10.06200             0.00001         15000.01300
             0.02400            -0.00000            -0.00000             0.00000             0.00000             0.00024             0.00093            -0.00002             0.00067            -0.00000            19.35000             0.00008         15000.02500
             0.03600            -0.00000            -0.00000             0.00000             0.00000             0.00053             0.00137            -0.00004             0.00146            -0.00000            28.63800             0.00025         15000.03700
             0.04800            -0.00000            -0.00000             0.00000             0.00000             0.00093             0.00181            -0.00005             0.00255            -0.00000            37.92600             0.00058         15000.04900
             0.06000            -0.00000            -0.00000             0.00000             0.00000             0.00145             0.00225            -0.00006             0.00395            -0.00000            47.21400             0.00112         15000.06100
             0.07200            -0.00000            -0.00000             0.00000             0.00000             0.00209             0.00268            -0.00007             0.00564            -0.00000            56.50200             0.00191         15000.07300
             0.08400            -0.00000            -0.00000             0.00000             0.00000             0.00285             0.00312            -0.00008             0.00764            -0.00000            65.79000             0.00301         15000.08500
             0.09600            -0.00000            -0.00000             0.00000             0.00000             0.00373             0.00355            -0.00009             0.00993            -0.00000            75.07800             0.00447         15000.09700
             0.10800            -0.00000            -0.00000             0.00000             0.00000             0.00474             0.00398            -0.00011             0.01252            -0.00001            84.36600             0.00634         15000.10900
             0.12000            -0.00000            -0.00000             0.00000             0.00000             0.00587             0.00440            -0.00012             0.01540            -0.00001            93.65400             0.00866         15000.12100
             0.13200            -0.00000            -0.00000             0.00000             0.00000             0.00714             0.00482            -0.00013             0.01857            -0.00001           102.94200             0.01149         15000.13300
             0.14400            -0.00000            -0.00000             0.00000             0.00000             0.00853             0.00525            -0.00014             0.02203            -0.00001           112.23000             0.01487         15000.14500
             0.15600            -0.00000            -0.00000             0.00000             0.00000             0.01006             0.00566            -0.00015             0.02578            -0.00001           121.51800             0.01885         15000.15700
             0.16800            -0.00000            -0.00000             0.00000             0.00000             0.01172             0.00608            -0.00017             0.02982            -0.00001           130.80600             0.02348         15000.16900
             0.18000            -0.00000            -0.00000             0.00000             0.00000             0.01351             0.00650            -0.00018             0.03414            -0.00002           140.09399             0.02881         15000.18100
             0.19200            -0.00000            -0.00000             0.00000             0.00000             0.01545             0.00691            -0.00019             0.03875            -0.00002           149.38199             0.03489         15000.19300
             0.20400            -0.00000            -0.00000             0.00000             0.00000             0.01752             0.00732            -0.00020             0.04364            -0.00002           158.66999             0.04176         15000.20500
             0.21600            -0.00000            -0.00000             0.00000             0.00000             0.01973             0.00772            -0.00021             0.04881            -0.00002           167.95799             0.04948         15000.21700
             0.22800            -0.00000            -0.00000             0.00000             0.00000             0.02209             0.00813            -0.00022             0.05426            -0.00003           177.24598             0.05808         15000.22900
             0.24000            -0.00000            -0.00000             0.00000             0.00000             0.02459             0.00853            -0.00024             0.05999            -0.00003           186.53398             0.06761         15000.24100
             0.25200            -0.00000            -0.00000             0.00000             0.00000             0.02723             0.00893            -0.00025             0.06600            -0.00003           195.82197             0.07813         15000.25300
             0.26400            -0.00000            -0.00000             0.00000             0.00000             0.03003             0.00933            -0.00026             0.07228            -0.00003           205.10997             0.08968         15000.26500
             0.27600            -0.00000            -0.00000             0.00000             0.00000             0.03297             0.00973            -0.00027             0.07883            -0.00004           214.39796             0.10230         15000.27700
             0.28800            -0.00000            -0.00000             0.00000             0.00000             0.03606             0.01012            -0.00028             0.08565            -0.00004           223.68595             0.11604         15000.28900
             0.30000            -0.00000            -0.00000             0.00000             0.00000             0.03930             0.01051            -0.00029             0.09275            -0.00004           232.97394             0.13095         15000.30100
             0.31200            -0.00000            -0.00000             0.00000             0.00000             0.04270             0.01090            -0.00030             0.10011            -0.00005           242.26192             0.14707         15000.31300
             0.32400            -0.00000            -0.00000             0.00000             0.00000             0.04625             0.01129            -0.00032             0.10774            -0.00005           251.54991             0.16445         15000.32500
             0.33600            -0.00000            -0.00000             0.00000             0.00000             0.04995             0.01168            -0.00033             0.11564            -0.00006           260.83789             0.18312         15000.33700
             0.34800            -0.00000            -0.00000             0.00000             0.00000             0.05381             0.01206            -0.00034             0.12379            -0.00006           270.12587             0.20315         15000.34900
             0.36000            -0.00000            -0.00000             0.00000             0.00000             0.05784             0.01244            -0.00035             0.13222            -0.00006           279.41385             0.22457         15000.36100
             0.37200            -0.00000            -0.00000             0.00000             0.00000             0.06201             0.01282            -0.00036             0.14090            -0.00007           288.70182             0.24742         15000.37300
             0.38400            -0.00000            -0.00000             0.00000             0.00001             0.06636             0.01319            -0.00037             0.14984            -0.00007           297.98979             0.27175         15000.38500
             0.39600            -0.00000            -0.00000             0.00000             0.00001             0.07086             0.01357            -0.00038             0.15904            -0.00008           307.27776             0.29760         15000.39700
             0.40800            -0.00000            -0.00000             0.00000             0.00001             0.07552             0.01394            -0.00039             0.16850            -0.00008           316.56572             0.32502         15000.40900
             0.42000            -0.00000            -0.00000             0.00000             0.00001             0.08035             0.01431            -0.00041             0.17821            -0.00009           325.85368             0.35406         15000.42100
             0.43200            -0.00000            -0.00000             0.00000             0.00001             0.08535             0.01467            -0.00042             0.18817            -0.00009           335.14163             0.38474         15000.43300
             0.44400            -0.00000            -0.00000             0.00000             0.00001             0.09051             0.01504            -0.00043             0.19839            -0.00010           344.42958             0.41712         15000.44500
             0.45600            -0.00000            -0.00000             0.00000             0.00001             0.09584             0.01540            -0.00044             0.20885            -0.00010           353.71752             0.45125         15000.45700
             0.46800            -0.00000            -0.00000             0.00000             0.00001             0.10133             0.01576            -0.00045             0.21957            -0.00011           363.00545             0.48715         15000.46900
             0.48000            -0.00000            -0.00000             0.00000             0.00001             0.10700             0.01612            -0.00046             0.23053            -0.00011           372.29338             0.52487         15000.48100
             0.49200            -0.00000            -0.00000             0.00000             0.00001             0.11283             0.01648            -0.00047             0.24173            -0.00012           381.58130             0.56447         15000.49300
             0.50400            -0.00000            -0.00000             0.00000             0.00002             0.11884             0.01683            -0.00048             0.25319            -0.00012           390.86922             0.60597         15000.50500
             0.51600            -0.00000            -0.00000             0.00000             0.00002             0.12502             0.01718            -0.00049             0.26488            -0.00013           400.15712             0.64942         15000.51700
             0.52800            -0.00000            -0.00000             0.00000             0.00002             0.13137             0.01753            -0.00050             0.27682            -0.00014           409.44502             0.69486         15000.52900
             0.54000            -0.00000            -0.00000             0.00000             0.00002             0.13790             0.01788            -0.00051             0.28899            -0.00014           418.73291             0.74233         15000.54100
             0.55200            -0.00000            -0.00000             0.00000             0.00002             0.14460             0.01823            -0.00052             0.30141            -0.00015           428.02078             0.79187         15000.55300
             0.56400            -0.00000            -0.00000             0.00000             0.00002             0.15147             0.01857            -0.00053             0.31406            -0.00015           437.30865             0.84353         15000.56500
             0.57600            -0.00000            -0.00000             0.00000             0.00003             0.15852             0.01891            -0.00054             0.32694            -0.00016           446.59650             0.89734         15000.57700
             0.58800            -0.00000            -0.00000             0.00000             0.00003             0.16575             0.01925            -0.00055             0.34006            -0.00017           455.88435             0.95334         15000.58900
             0.60000            -0.00000            -0.00000             0.00000             0.00003             0.17316             0.01959            -0.00056             0.35341            -0.00017           465.17218             1.01158         15000.60100
             0.61200            -0.00000            -0.00000             0.00000             0.00003             0.18074             0.01992            -0.00057             0.36700            -0.00018           474.45999             1.07209         15000.61300
             0.62400            -0.00000            -0.00000             0.00000             0.00004             0.18850             0.02026            -0.00058             0.38081            -0.00019           483.74780             1.13491         15000.62500
             0.63600            -0.00000            -0.00000             0.00000             0.00004             0.19644             0.02059            -0.00059             0.39485            -0.00019           493.03558             1.20008         15000.63700
             0.64800            -0.00000            -0.00000             0.00000             0.00004             0.20456             0.02091            -0.00060             0.40912            -0.00020           502.32336             1.26765         15000.64900
             0.66000            -0.00000            -0.00000             0.00000             0.00004             0.21286             0.02124            -0.00061             0.42361            -0.00021           511.61111             1.33764         15000.66100
             0.67200            -0.00000            -0.00000             0.00000             0.00005             0.22134             0.02156            -0.00062             0.43832            -0.00022           520.89885             1.41010         15000.67300
             0.68400            -0.00000            -0.00000             0.00000             0.00005             0.23000             0.02189            -0.00063             0.45326            -0.00022           530.18657             1.48507         15000.68500
             0.69600            -0.00000            -0.00000             0.00000             0.00005             0.23884             0.02221            -0.00064             0.46842            -0.00023           539.47427             1.56258         15000.69700
             0.70800            -0.00001            -0.00000             0.00000             0.00006             0.24786             0.02252            -0.00065             0.48380            -0.00024           548.76195             1.64268         15000.70899
             0.72000            -0.00001            -0.00000             0.00000             0.00006             0.25707             0.02284            -0.00066             0.49939            -0.00025           558.04961             1.72539         15000.72099
             0.73200            -0.00001            -0.00000             0.00000             0.00007             0.26646             0.02315            -0.00067             0.51521            -0.00025           567.33724             1.81076         15000.73299
             0.74400            -0.00001            -0.00000             0.00000             0.00007             0.27603             0.02346            -0.00067             0.53123            -0.00026           576.62485             1.89883         15000.74499
             0.75600            -0.00001            -0.00000             0.00000             0.00008             0.28578             0.02377            -0.00068             0.54747            -0.00027           585.91244             1.98962         15000.75699
             0.76800            -0.00001            -0.00000             0.00000             0.00008             0.29572             0.02408            -0.00069             0.56392            -0.00028           595.20001             2.08319         15000.76899
             0.78000            -0.00001            -0.00000             0.00000             0.00008             0.30584             0.02439            -0.00070             0.58059            -0.00029           604.48754             2.17955         15000.78099
             0.79200            -0.00001            -0.00000             0.00000             0.00009             0.31614             0.02469            -0.00071             0.59746            -0.00030           613.77505             2.27876         15000.79299
             0.80400            -0.00001            -0.00000             0.00000             0.00009             0.32662             0.02499            -0.00072             0.61454            -0.00030           623.06254             2.38085         15000.80499
             0.81600            -0.00001            -0.00000             0.00000             0.00010             0.33729             0.02529            -0.00072             0.63182            -0.00031           632.34999             2.48584         15000.81699
             0.82800            -0.00001            -0.00000             0.00000             0.00011             0.34814             0.02559            -0.00073             0.64931            -0.00032           641.63741             2.59379         15000.82899
             0.84000            -0.00001            -0.00000             0.00000             0.00011             0.35918             0.02588            -0.00074             0.66700            -0.00033           650.92480             2.70471         15000.84099
             0.85200            -0.00001            -0.00000             0.00000             0.00012             0.37040             0.02617            -0.00075             0.68490            -0.00034           660.21215             2.81866         15000.85299
             0.86400            -0.00001            -0.00000             0.00000             0.00012             0.38180             0.02646            -0.00075             0.70300            -0.00035           669.49947             2.93566         15000.86499
             0.87600            -0.00001            -0.00000             0.00000             0.00013             0.39339             0.02675            -0.00076             0.72129            -0.00036           678.78675             3.05574         15000.87699
             0.88800            -0.00002            -0.00000             0.00000             0.00014             0.40516             0.02704            -0.00077             0.73978            -0.00037           688.07400             3.17895         15000.88898
             0.90000            -0.00002            -0.00000             0.00000             0.00014             0.41711             0.02732            -0.00078             0.75847            -0.00038           697.36121             3.30531         15000.90098
             0.91200            -0.00002            -0.00000             0.00000             0.00015             0.42925             0.02760            -0.00078             0.77735            -0.00039           706.64837             3.43486         15000.91298
             0.92400            -0.00002            -0.00000             0.00000             0.00016             0.44157             0.02789            -0.00079             0.79643            -0.00039           715.93550             3.56763         15000.92498
             0.93600            -0.00002            -0.00000             0.00000             0.00017             0.45407             0.02816            -0.00080             0.81570            -0.00040           725.22258             3.70366         15000.93698
             0.94800            -0.00002            -0.00000             0.00000             0.00018             0.46675             0.02844            -0.00080             0.83516            -0.00041           734.50962             3.84298         15000.94898
             0.96000            -0.00002            -0.00000             0.00000             0.00018             0.47962             0.02871            -0.00081             0.85481            -0.00042           743.79661             3.98563         15000.96098
             0.97200            -0.00002            -0.00000             0.00000             0.00019             0.49266             0.02899            -0.00081             0.87464            -0.00043           753.08355             4.13162         15000.97298
             0.98400            -0.00003            -0.00000             0.00000             0.00020             0.50589             0.02926            -0.00082             0.89467            -0.00044           762.37045             4.28101         15000.98497
             0.99600            -0.00003            -0.00000             0.00000             0.00021             0.51930             0.02952            -0.00083             0.91487            -0.00045           771.65729             4.43382         15000.99697
             1.00800            -0.00003            -0.00000             0.00000             0.00022             0.53289             0.02979            -0.00083             0.93526            -0.00046           780.94408             4.59008         15001.00897
             1.02000            -0.00003            -0.00000             0.00000             0.00023             0.54666             0.03005            -0.00084             0.95584            -0.00047           790.23082             4.74982         15001.02097
             1.03200            -0.00003            -0.00000             0.00000             0.00024             0.56061             0.03031            -0.00084             0.97659            -0.00048           799.51750             4.91308         15001.03297
             1.04400            -0.00003            -0.00000             0.00000             0.00025             0.57474             0.03057            -0.00085             0.99752            -0.00049           808.80412             5.07988         15001.04497
             1.05600            -0.00004            -0.00000             0.00000             0.00026             0.58904             0.03083            -0.00085             1.01863            -0.00050           818.09069             5.25026         15001.05696
             1.06800            -0.00004            -0.00000             0.00000             0.00027             0.60353             0.03109            -0.00086             1.03992            -0.00051           827.37719             5.42425         15001.06896
             1.08000            -0.00004            -0.00000             0.00000             0.00028             0.61819             0.03134            -0.00086             1.06138            -0.00052           836.66363             5.60188         15001.08096
             1.09200            -0.00004            -0.00000             0.00000             0.00029             0.63303             0.03159            -0.00087             1.08302            -0.00053           845.95001             5.78318         15001.09296
             1.10400            -0.00004            -0.00000             0.00000             0.00030             0.64805             0.03184            -0.00087             1.10483            -0.00054           855.23632             5.96818         15001.10496
             1.11600            -0.00005            -0.00000             0.00000             0.00032             0.66324             0.03209            -0.00087             1.12681            -0.00056           864.52256             6.15691         15001.11695
             1.12800            -0.00005            -0.00000             0.00000             0.00033             0.67860             0.03234            -0.00088             1.14896            -0.00057           873.80873             6.34939         15001.12895
             1.14000            -0.00005            -0.00000             0.00000             0.00034             0.69414             0.03258            -0.00088             1.17127            -0.00058           883.09483             6.54567         15001.14095
             1.15200            -0.00005            -0.00000             0.00000             0.00035             0.70986             0.03282            -0.00089             1.19376            -0.00059           892.38085             6.74577         15001.15295
             1.16400            -0.00006            -0.00000             0.00000             0.00037             0.72574             0.03306            -0.00089             1.21641            -0.00060           901.66680             6.94971         15001.16494
             1.17600            -0.00006            -0.00000             0.00000             0.00038             0.74180             0.03330            -0.00089             1.23922            -0.00061           910.95267             7.15752         15001.17694
             1.18800            -0.00006            -0.00000             0.00000             0.00039             0.75803             0.03353            -0.00089             1.26220            -0.00062           920.23846             7.36924         15001.18894
             1.20000            -0.00006            -0.00000             0.00000             0.00041             0.77443             0.03377            -0.00090             1.28534            -0.00063           929.52417             7.58490         15001.20094
             1.21200            -0.00007            -0.00000             0.00000             0.00042             0.79099             0.03400            -0.00090             1.30863            -0.00064           938.80980             7.80451         15001.21293
             1.22400            -0.00007            -0.00000             0.00000             0.00044             0.80773             0.03423            -0.00090             1.33209            -0.00065           948.09533             8.02811         15001.22493
             1.23600            -0.00007            -0.00000             0.00000             0.00045             0.82463             0.03446            -0.00090             1.35570            -0.00066           957.38078             8.25573         15001.23693
             1.24800            -0.00008            -0.00000             0.00000             0.00047             0.84170             0.03468            -0.00091             1.37947            -0.00067           966.66614             8.48739         15001.24892
             1.26000            -0.00008            -0.00000             0.00000             0.00048             0.85893             0.03491            -0.00091             1.40340            -0.00068           975.95140             8.72312         15001.26092
             1.27200            -0.00009            -0.00000             0.00000             0.00050             0.87633             0.03513            -0.00091             1.42747            -0.00069           985.23658             8.96295         15001.27292
             1.28400            -0.00009            -0.00000             0.00000             0.00052             0.89389             0.03535            -0.00091             1.45170            -0.00071           994.52165             9.20690         15001.28491
             1.29600            -0.00009            -0.00000             0.00000             0.00053             0.91162             0.03557            -0.00091             1.47608            -0.00072          1003.80662             9.45500         15001.29691
             1.30800            -0.00010            -0.00000             0.00000             0.00055             0.92950             0.03578            -0.00091             1.50061            -0.00073          1013.09149             9.70728         15001.30890
             1.32000            -0.00010            -0.00000             0.00000             0.00057             0.94755             0.03600            -0.00091             1.52529            -0.00074          1022.37626             9.96376         15001.32090
             1.33200            -0.00011            -0.00000             0.00000             0.00058             0.96575             0.03621            -0.00091             1.55011            -0.00075          1031.66092            10.22446         15001.33290
             1.34400            -0.00011            -0.00000             0.00000             0.00060             0.98411             0.03642            -0.00091             1.57508            -0.00076          1040.94547            10.48943         15001.34489
             1.35600            -0.00012            -0.00000             0.00000             0.00062             1.00263             0.03663            -0.00091             1.60019            -0.00077          1050.22991            10.75867         15001.35689
             1.36800            -0.00012            -0.00000             0.00000             0.00064             1.02130             0.03683            -0.00091             1.62544            -0.00078          1059.51424            11.03221         15001.36888
             1.38000            -0.00012            -0.00000             0.00000             0.00066             1.04012             0.03704            -0.00091             1.65084            -0.00079          1068.79845            11.31008         15001.38088
             1.39200            -0.00013            -0.00000             0.00000             0.00068             1.05910             0.03724            -0.00091             1.67637            -0.00080          1078.08254            11.59230         15001.39287
             1.40400            -0.00014            -0.00000             0.00000             0.00070             1.07823             0.03744            -0.00091             1.70205            -0.00082          1087.36651            11.87891         15001.40487
             1.41600            -0.00014            -0.00001             0.00000             0.00072             1.09751             0.03764            -0.00091             1.72786            -0.00083          1096.65035            12.16991         15001.41686
             1.42800            -0.00015            -0.00001             0.00000             0.00074             1.11694             0.03783            -0.00091             1.75381            -0.00084          1105.93407            12.46534         15001.42886
             1.44000            -0.00015            -0.00001             0.00000             0.00076             1.13651             0.03803            -0.00091             1.77989            -0.00085          1115.21766            12.76521         15001.44085
             1.45200            -0.00016            -0.00001             0.00000             0.00078             1.15623             0.03822            -0.00090             1.80610            -0.00086          1124.50112            13.06956         15001.45284
             1.46400            -0.00016            -0.00001             0.00000             0.00080             1.17610             0.03841            -0.00090             1.83245            -0.00087          1133.78445            13.37841         15001.46484
             1.47600            -0.00017            -0.00001             0.00000             0.00082             1.19610             0.03860            -0.00090             1.85892            -0.00088          1143.06764            13.69177         15001.47683
             1.48800            -0.00018            -0.00001             0.00000             0.00084             1.21625             0.03879            -0.00090             1.88553            -0.00089          1152.35068            14.00967         15001.48882
             1.50000            -0.00018            -0.00001             0.00000             0.00086             1.23654             0.03897            -0.00089             1.91226            -0.00090          1161.63359            14.33214         15001.50082
             1.51200            -0.00019            -0.00001             0.00000             0.00088             1.25697             0.03916            -0.00089             1.93913            -0.00091          1170.91635            14.65919         15001.51281
             1.52400            -0.00020            -0.00001             0.00000             0.00091             1.27753             0.03934            -0.00089             1.96611            -0.00092          1180.19897            14.99085         15001.52480
             1.53600            -0.00020            -0.00001             0.00000             0.00093             1.29823             0.03952            -0.00088             1.99322            -0.00093          1189.48143            15.32714         15001.53680
             1.54800            -0.00021            -0.00001             0.00000             0.00095             1.31907             0.03970            -0.00088             2.02046            -0.00094          1198.76375            15.66808         15001.54879
             1.56000            -0.00022            -0.00001             0.00000             0.00097             1.34003             0.03987            -0.00087             2.04781            -0.00095          1208.04590            16.01369         15001.56078
             1.57200            -0.00023            -0.00001             0.00000             0.00100             1.36113             0.04005            -0.00087             2.07529            -0.00097          1217.32790            16.36399         15001.57277
             1.58400            -0.00023            -0.00001             0.00000             0.00102             1.38235             0.04022            -0.00087             2.10288            -0.00098          1226.60973            16.71901         15001.58477
             1.59600            -0.00024            -0.00001             0.00000             0.00104             1.40370             0.04039            -0.00086             2.13059            -0.00099          1235.89141            17.07877         15001.59676
             1.60800            -0.00025            -0.00001             0.00000             0.00107             1.42518             0.04056            -0.00085             2.15842            -0.00100          1245.17291            17.44328         15001.60875
             1.62000            -0.00026            -0.00001             0.00000             0.00109             1.44678             0.04072            -0.00085             2.18636            -0.00101          1254.45425            17.81256         15001.62074
             1.63200            -0.00027            -0.00001             0.00000             0.00112             1.46850             0.04089            -0.00084             2.21442            -0.00102          1263.73541            18.18664         15001.63273
             1.64400            -0.00028            -0.00001             0.00000             0.00114             1.49034             0.04105            -0.00084             2.24259            -0.00103          1273.01639            18.56553         15001.64472
             1.65600            -0.00029            -0.00001             0.00000             0.00117             1.51230             0.04121            -0.00083             2.27087            -0.00104          1282.29720            18.94926         15001.65671
             1.66800            -0.00029            -0.00001             0.00000             0.00119             1.53438             0.04137            -0.00082             2.29926            -0.00105          1291.57783            19.33784         15001.66870
             1.68000            -0.00030            -0.00001             0.00000             0.00122             1.55658             0.04153            -0.00082             2.32776            -0.00106          1300.85827            19.73130         15001.68070
             1.69200            -0.00031            -0.00001             0.00000             0.00124             1.57888             0.04168            -0.00081             2.35637            -0.00107          1310.13852            20.12964         15001.69268
             1.70400            -0.00032            -0.00001             0.00000             0.00127             1.60130             0.04184            -0.00080             2.38508            -0.00108          1319.41858            20.53290         15001.70467
             1.71600            -0.00033            -0.00001             0.00000             0.00129             1.62383             0.04199            -0.00080             2.41390            -0.00109          1328.69845            20.94108         15001.71666
             1.72800            -0.00034            -0.00001             0.00000             0.00132             1.64646             0.04214            -0.00079             2.44283            -0.00110          1337.97812            21.35421         15001.72865
             1.74000            -0.00035            -0.00001             0.00000             0.00134             1.66920             0.04229            -0.00078             2.47185            -0.00110          1347.25759            21.77231         15001.74064
             1.75200            -0.00037            -0.00001             0.00000             0.00137             1.69204             0.04244            -0.00077             2.50098            -0.00111          1356.53686            22.19538         15001.75263
             1.76400            -0.00038            -0.00001             0.00000             0.00140             1.71499             0.04258            -0.00076             2.53021            -0.00112          1365.81592            22.62346         15001.76462
             1.77600            -0.00039            -0.00001             0.00000             0.00142             1.73804             0.04272            -0.00075             2.55953            -0.00113          1375.09478            23.05655         15001.77661
             1.78800            -0.00040            -0.00001             0.00000             0.00145             1.76118             0.04287            -0.00074             2.58896            -0.00114          1384.37342            23.49468         15001.78860
             1.80000            -0.00041            -0.00001             0.00000             0.00147             1.78442             0.04301            -0.00074             2.61848            -0.00115          1393.65184            23.93786         15001.80058
             1.81200            -0.00042            -0.00001             0.00000             0.00150             1.80775             0.04314            -0.00073             2.64810            -0.00116          1402.93005            24.38610         15001.81257
             1.82400            -0.00043            -0.00002             0.00001             0.00153             1.83118             0.04328            -0.00072             2.67781            -0.00117          1412.20803            24.83943         15001.82456
             1.83600            -0.00045            -0.00002             0.00001             0.00155             1.85470             0.04341            -0.00071             2.70761            -0.00118          1421.48579            25.29786         15001.83654
             1.84800            -0.00046            -0.00002             0.00001             0.00158             1.87830             0.04355            -0.00069             2.73751            -0.00118          1430.76332            25.76140         15001.84853
             1.86000            -0.00047            -0.00002             0.00001             0.00161             1.90199             0.04368            -0.00068             2.76749            -0.00119          1440.04062            26.23008         15001.86052
             1.87200            -0.00049            -0.00002             0.00001             0.00163             1.92576             0.04381            -0.00067             2.79757            -0.00120          1449.31769            26.70390         15001.87250
             1.88400            -0.00050            -0.00002             0.00001             0.00166             1.94962             0.04393            -0.00066             2.82773            -0.00121          1458.59452            27.18288         15001.88449
             1.89600            -0.00051            -0.00002             0.00001             0.00169             1.97355             0.04406            -0.00065             2.85798            -0.00122          1467.87110            27.66704         15001.89647
             1.90800            -0.00053            -0.00002             0.00001             0.00171             1.99757             0.04418            -0.00064             2.88832            -0.00122          1477.14744            28.15639         15001.90846
             1.92000            -0.00054            -0.00002             0.00001             0.00174             2.02166             0.04431            -0.00062             2.91874            -0.00123          1486.42354            28.65095         15001.92044
             1.93200            -0.00055            -0.00002             0.00001             0.00177             2.04582             0.04443            -0.00061             2.94925            -0.00124          1495.69938            29.15072         15001.93243
             1.94400            -0.00057            -0.00002             0.00001             0.00179             2.07005             0.04455            -0.00060             2.97984            -0.00125          1504.97497            29.65573         15001.94441
             1.95600            -0.00058            -0.00002             0.00001             0.00182             2.09435             0.04466            -0.00059             3.01051            -0.00125          1514.25030            30.16600         15001.95639
             1.96800            -0.00060            -0.00002             0.00001             0.00184             2.11872             0.04478            -0.00057             3.04125            -0.00126          1523.52536            30.68152         15001.96838
             1.98000            -0.00061            -0.00002             0.00001             0.00187             2.14316             0.04489            -0.00056             3.07208            -0.00127          1532.80017            31.20232         15001.98036
             1.99200            -0.00063            -0.00002             0.00001             0.00190             2.16766             0.04501            -0.00055             3.10299            -0.00127          1542.07470            31.72841         15001.99234
             2.00400            -0.00064            -0.00002             0.00001             0.00192             2.19221             0.04512            -0.00053             3.13397            -0.00128          1551.34897            32.25980         15002.00433
             2.01600            -0.00066            -0.00002             0.00001             0.00195             2.21683             0.04523            -0.00052             3.16503            -0.00129          1560.62296            32.79650         15002.01631
             2.02800            -0.00068            -0.00002             0.00001             0.00197             2.24150             0.04533            -0.00050             3.19616            -0.00129          1569.89667            33.33854         15002.02829
             2.04000            -0.00069            -0.00002             0.00001             0.00200             2.26623             0.04544            -0.00049             3.22737            -0.00130          1579.17010            33.88591         15002.04027
             2.05200            -0.00071            -0.00003             0.00001             0.00202             2.29101             0.04554            -0.00047             3.25865            -0.00130          1588.44325            34.43864         15002.05225
