                Time                  dU                   w                   q              dTheta                   v                   p                   r                 Phi                 Shi                   x                   y                   z
            22.95600            34.15225            -0.00936             0.02581           -10.99260             7.10389             0.06035             0.03620            66.26925             0.44703         14114.80691          8937.45353         15018.38836
            22.96800            34.22195            -0.00936             0.02584           -11.00825             7.11015             0.06034             0.03621            66.30564             0.44749         14118.26700          8946.27226         15018.39314
            22.98000            34.29175            -0.00937             0.02587           -11.02391             7.11636             0.06032             0.03622            66.34200             0.44796         14121.72142          8955.09373         15018.39791
            22.99200            34.36164            -0.00938             0.02590           -11.03960             7.12252             0.06031             0.03624            66.37834             0.44843         14125.17018          8963.91794         15018.40267
            23.00400            34.43163            -0.00938             0.02594           -11.05529             7.12864             0.06029             0.03625            66.41467             0.44890         14128.61327          8972.74487         15018.40743
            23.01600            34.50172            -0.00939             0.02597           -11.07101             7.13470             0.06028             0.03626            66.45097             0.44936         14132.05069          8981.57454         15018.41219
            23.02800            34.57190            -0.00940             0.02600           -11.08674             7.14071             0.06026             0.03628            66.48725             0.44983         14135.48245          8990.40692         15018.41693
            23.04000            34.64218            -0.00940             0.02603           -11.10248             7.14667             0.06024             0.03629            66.52351             0.45030         14138.90856          8999.24202         15018.42167
            23.05200            34.71256            -0.00941             0.02607           -11.11825             7.15258             0.06023             0.03630            66.55975             0.45077         14142.32900          9008.07983         15018.42640
            23.06400            34.78304            -0.00942             0.02610           -11.13403             7.15844             0.06021             0.03632            66.59597             0.45124         14145.74379          9016.92034         15018.43112
            23.07600            34.85362            -0.00943             0.02613           -11.14982             7.16424             0.06020             0.03633            66.63217             0.45171         14149.15293          9025.76355         15018.43584
            23.08800            34.92429            -0.00943             0.02616           -11.16563             7.16998             0.06018             0.03634            66.66834             0.45218         14152.55641          9034.60945         15018.44055
            23.10000            34.99506            -0.00944             0.02620           -11.18146             7.17567             0.06016             0.03636            66.70450             0.45265         14155.95425          9043.45804         15018.44526
            23.11200            35.06593            -0.00945             0.02623           -11.19731             7.18131             0.06015             0.03637            66.74063             0.45312         14159.34644          9052.30931         15018.44995
            23.12400            35.13690            -0.00945             0.02626           -11.21317             7.18688             0.06013             0.03639            66.77674             0.45359         14162.73298          9061.16326         15018.45464
            23.13600            35.20796            -0.00946             0.02629           -11.22905             7.19240             0.06012             0.03640            66.81283             0.45406         14166.11389          9070.01988         15018.45932
            23.14800            35.27913            -0.00946             0.02633           -11.24494             7.19786             0.06010             0.03641            66.84890             0.45453         14169.48915          9078.87917         15018.46400
            23.16000            35.35039            -0.00947             0.02636           -11.26085             7.20327             0.06008             0.03643            66.88494             0.45500         14172.85878          9087.74111         15018.46867
            23.17200            35.42175            -0.00948             0.02639           -11.27678             7.20861             0.06007             0.03644            66.92096             0.45547         14176.22277          9096.60571         15018.47333
            23.18400            35.49321            -0.00948             0.02642           -11.29273             7.21389             0.06005             0.03646            66.95697             0.45595         14179.58113          9105.47296         15018.47799
            23.19600            35.56477            -0.00949             0.02646           -11.30869             7.21912             0.06003             0.03647            66.99294             0.45642         14182.93386          9114.34285         15018.48264
            23.20800            35.63643            -0.00950             0.02649           -11.32467             7.22428             0.06002             0.03648            67.02890             0.45689         14186.28097          9123.21538         15018.48728
            23.22000            35.70818            -0.00950             0.02652           -11.34066             7.22937             0.06000             0.03650            67.06484             0.45736         14189.62245          9132.09054         15018.49191
            23.23200            35.78004            -0.00951             0.02656           -11.35667             7.23441             0.05998             0.03651            67.10075             0.45784         14192.95831          9140.96833         15018.49654
            23.24400            35.85199            -0.00952             0.02659           -11.37270             7.23938             0.05996             0.03653            67.13664             0.45831         14196.28854          9149.84874         15018.50116
            23.25600            35.92405            -0.00952             0.02662           -11.38875             7.24429             0.05995             0.03654            67.17250             0.45879         14199.61316          9158.73176         15018.50578
            23.26800            35.99620            -0.00953             0.02665           -11.40481             7.24914             0.05993             0.03656            67.20835             0.45926         14202.93217          9167.61739         15018.51038
            23.28000            36.06845            -0.00954             0.02669           -11.42089             7.25392             0.05991             0.03657            67.24417             0.45973         14206.24557          9176.50563         15018.51498
            23.29200            36.14080            -0.00954             0.02672           -11.43699             7.25863             0.05989             0.03658            67.27997             0.46021         14209.55335          9185.39647         15018.51958
            23.30400            36.21326            -0.00955             0.02675           -11.45310             7.26328             0.05988             0.03660            67.31575             0.46068         14212.85553          9194.28990         15018.52417
            23.31600            36.28581            -0.00955             0.02679           -11.46924             7.26786             0.05986             0.03661            67.35150             0.46116         14216.15210          9203.18592         15018.52875
            23.32800            36.35846            -0.00956             0.02682           -11.48538             7.27237             0.05984             0.03663            67.38723             0.46163         14219.44308          9212.08453         15018.53332
            23.34000            36.43121            -0.00957             0.02685           -11.50155             7.27682             0.05982             0.03664            67.42294             0.46211         14222.72845          9220.98570         15018.53788
            23.35200            36.50406            -0.00957             0.02688           -11.51773             7.28120             0.05981             0.03666            67.45862             0.46259         14226.00823          9229.88945         15018.54244
            23.36400            36.57701            -0.00958             0.02692           -11.53393             7.28551             0.05979             0.03667            67.49428             0.46306         14229.28242          9238.79577         15018.54700
            23.37600            36.65006            -0.00959             0.02695           -11.55015             7.28975             0.05977             0.03669            67.52992             0.46354         14232.55101          9247.70464         15018.55154
            23.38800            36.72322            -0.00959             0.02698           -11.56639             7.29392             0.05975             0.03670            67.56554             0.46402         14235.81402          9256.61607         15018.55608
            23.40000            36.79647            -0.00960             0.02702           -11.58264             7.29802             0.05973             0.03672            67.60113             0.46449         14239.07144          9265.53005         15018.56061
            23.41200            36.86982            -0.00960             0.02705           -11.59891             7.30205             0.05972             0.03673            67.63670             0.46497         14242.32328          9274.44657         15018.56514
            23.42400            36.94328            -0.00961             0.02708           -11.61520             7.30601             0.05970             0.03675            67.67224             0.46545         14245.56954          9283.36563         15018.56966
            23.43600            37.01683            -0.00962             0.02712           -11.63150             7.30989             0.05968             0.03676            67.70776             0.46593         14248.81023          9292.28722         15018.57417
            23.44800            37.09049            -0.00962             0.02715           -11.64782             7.31371             0.05966             0.03678            67.74326             0.46640         14252.04534          9301.21134         15018.57868
            23.46000            37.16425            -0.00963             0.02718           -11.66416             7.31745             0.05965             0.03679            67.77874             0.46688         14255.27488          9310.13798         15018.58317
            23.47200            37.23810            -0.00963             0.02722           -11.68052             7.32112             0.05963             0.03681            67.81419             0.46736         14258.49885          9319.06713         15018.58767
            23.48400            37.31206            -0.00964             0.02725           -11.69689             7.32472             0.05961             0.03682            67.84962             0.46784         14261.71726          9327.99880         15018.59215
            23.49600            37.38612            -0.00965             0.02728           -11.71328             7.32824             0.05959             0.03683            67.88502             0.46832         14264.93010          9336.93297         15018.59663
            23.50800            37.46028            -0.00965             0.02732           -11.72969             7.33168             0.05957             0.03685            67.92040             0.46880         14268.13739          9345.86963         15018.60110
            23.52000            37.53455            -0.00966             0.02735           -11.74612             7.33506             0.05956             0.03686            67.95576             0.46928         14271.33912          9354.80879         15018.60556
            23.53200            37.60891            -0.00966             0.02738           -11.76256             7.33836             0.05954             0.03688            67.99110             0.46976         14274.53529          9363.75044         15018.61002
            23.54400            37.68338            -0.00967             0.02741           -11.77903             7.34158             0.05952             0.03689            68.02641             0.47024         14277.72591          9372.69457         15018.61447
            23.55600            37.75795            -0.00968             0.02745           -11.79551             7.34473             0.05950             0.03691            68.06170             0.47072         14280.91099          9381.64117         15018.61892
            23.56800            37.83262            -0.00968             0.02748           -11.81200             7.34780             0.05948             0.03693            68.09696             0.47120         14284.09052          9390.59025         15018.62336
            23.58000            37.90739            -0.00969             0.02751           -11.82852             7.35079             0.05947             0.03694            68.13220             0.47169         14287.26451          9399.54179         15018.62779
            23.59200            37.98227            -0.00969             0.02755           -11.84505             7.35371             0.05945             0.03696            68.16742             0.47217         14290.43296          9408.49579         15018.63221
            23.60400            38.05724            -0.00970             0.02758           -11.86160             7.35655             0.05943             0.03697            68.20261             0.47265         14293.59587          9417.45224         15018.63663
            23.61600            38.13232            -0.00970             0.02762           -11.87817             7.35932             0.05941             0.03699            68.23778             0.47313         14296.75325          9426.41115         15018.64104
            23.62800            38.20751            -0.00971             0.02765           -11.89476             7.36200             0.05940             0.03700            68.27293             0.47362         14299.90510          9435.37249         15018.64544
            23.64000            38.28279            -0.00972             0.02768           -11.91136             7.36461             0.05938             0.03702            68.30805             0.47410         14303.05143          9444.33628         15018.64984
            23.65200            38.35818            -0.00972             0.02772           -11.92798             7.36714             0.05936             0.03703            68.34315             0.47458         14306.19222          9453.30249         15018.65423
            23.66400            38.43367            -0.00973             0.02775           -11.94462             7.36959             0.05934             0.03705            68.37823             0.47507         14309.32750          9462.27113         15018.65861
            23.67600            38.50926            -0.00973             0.02778           -11.96128             7.37197             0.05933             0.03706            68.41328             0.47555         14312.45726          9471.24220         15018.66299
            23.68800            38.58496            -0.00974             0.02782           -11.97795             7.37426             0.05931             0.03708            68.44831             0.47603         14315.58151          9480.21567         15018.66736
            23.70000            38.66075            -0.00974             0.02785           -11.99465             7.37647             0.05929             0.03709            68.48332             0.47652         14318.70024          9489.19156         15018.67172
            23.71200            38.73666            -0.00975             0.02788           -12.01136             7.37861             0.05927             0.03711            68.51830             0.47700         14321.81346          9498.16985         15018.67608
            23.72400            38.81266            -0.00975             0.02792           -12.02808             7.38066             0.05926             0.03712            68.55326             0.47749         14324.92118          9507.15054         15018.68043
            23.73600            38.88877            -0.00976             0.02795           -12.04483             7.38264             0.05924             0.03714            68.58819             0.47797         14328.02339          9516.13362         15018.68477
            23.74800            38.96498            -0.00976             0.02798           -12.06160             7.38454             0.05922             0.03715            68.62311             0.47846         14331.12010          9525.11910         15018.68911
            23.76000            39.04130            -0.00977             0.02802           -12.07838             7.38635             0.05920             0.03717            68.65800             0.47895         14334.21132          9534.10695         15018.69344
            23.77200            39.11772            -0.00978             0.02805           -12.09518             7.38809             0.05919             0.03718            68.69286             0.47943         14337.29704          9543.09718         15018.69776
            23.78400            39.19424            -0.00978             0.02808           -12.11200             7.38974             0.05917             0.03720            68.72771             0.47992         14340.37727          9552.08978         15018.70208
            23.79600            39.27087            -0.00979             0.02812           -12.12883             7.39131             0.05915             0.03721            68.76253             0.48041         14343.45202          9561.08474         15018.70639
            23.80800            39.34760            -0.00979             0.02815           -12.14569             7.39281             0.05914             0.03723            68.79732             0.48089         14346.52127          9570.08207         15018.71069
            23.82000            39.42444            -0.00980             0.02818           -12.16256             7.39422             0.05912             0.03724            68.83210             0.48138         14349.58505          9579.08175         15018.71499
            23.83200            39.50138            -0.00980             0.02822           -12.17945             7.39555             0.05910             0.03726            68.86685             0.48187         14352.64335          9588.08378         15018.71928
            23.84400            39.57842            -0.00981             0.02825           -12.19635             7.39680             0.05909             0.03727            68.90157             0.48236         14355.69617          9597.08816         15018.72356
            23.85600            39.65557            -0.00981             0.02829           -12.21328             7.39796             0.05907             0.03729            68.93628             0.48285         14358.74352          9606.09487         15018.72784
            23.86800            39.73283            -0.00982             0.02832           -12.23022             7.39905             0.05906             0.03730            68.97096             0.48333         14361.78540          9615.10391         15018.73211
            23.88000            39.81018            -0.00982             0.02835           -12.24718             7.40005             0.05904             0.03732            69.00562             0.48382         14364.82181          9624.11529         15018.73637
            23.89200            39.88765            -0.00983             0.02839           -12.26416             7.40097             0.05902             0.03733            69.04026             0.48431         14367.85276          9633.12898         15018.74063
            23.90400            39.96522            -0.00983             0.02842           -12.28116             7.40181             0.05901             0.03735            69.07487             0.48480         14370.87824          9642.14499         15018.74488
            23.91600            40.04289            -0.00984             0.02845           -12.29818             7.40257             0.05899             0.03736            69.10946             0.48529         14373.89827          9651.16332         15018.74912
            23.92800            40.12067            -0.00984             0.02849           -12.31521             7.40325             0.05898             0.03738            69.14403             0.48578         14376.91285          9660.18394         15018.75336
            23.94000            40.19855            -0.00985             0.02852           -12.33226             7.40384             0.05896             0.03739            69.17858             0.48627         14379.92197          9669.20687         15018.75759
            23.95200            40.27654            -0.00985             0.02856           -12.34933             7.40436             0.05895             0.03741            69.21310             0.48676         14382.92565          9678.23210         15018.76181
            23.96400            40.35463            -0.00986             0.02859           -12.36642             7.40479             0.05893             0.03742            69.24760             0.48726         14385.92388          9687.25961         15018.76603
            23.97600            40.43283            -0.00986             0.02862           -12.38352             7.40514             0.05892             0.03744            69.28208             0.48775         14388.91667          9696.28941         15018.77024
            23.98800            40.51114            -0.00987             0.02866           -12.40065             7.40540             0.05890             0.03745            69.31654             0.48824         14391.90401          9705.32148         15018.77444
            24.00000            40.58955            -0.00987             0.02869           -12.41779             7.40559             0.05889             0.03747            69.35097             0.48873         14394.88593          9714.35583         15018.77864
            24.01200            40.66807            -0.00988             0.02872           -12.43495             7.40569             0.05887             0.03748            69.38538             0.48922         14397.86240          9723.39245         15018.78283
            24.02400            40.74669            -0.00988             0.02876           -12.45212             7.40571             0.05886             0.03750            69.41977             0.48972         14400.83345          9732.43133         15018.78701
            24.03600            40.82542            -0.00989             0.02879           -12.46932             7.40565             0.05884             0.03751            69.45414             0.49021         14403.79907          9741.47247         15018.79119
            24.04800            40.90425            -0.00989             0.02883           -12.48653             7.40551             0.05883             0.03753            69.48849             0.49070         14406.75927          9750.51586         15018.79536
            24.06000            40.98319            -0.00990             0.02886           -12.50376             7.40528             0.05881             0.03754            69.52281             0.49120         14409.71404          9759.56150         15018.79952
            24.07200            41.06224            -0.00990             0.02889           -12.52101             7.40497             0.05880             0.03756            69.55712             0.49169         14412.66340          9768.60938         15018.80368
            24.08400            41.14140            -0.00991             0.02893           -12.53828             7.40459             0.05879             0.03757            69.59140             0.49218         14415.60734          9777.65950         15018.80783
            24.09600            41.22066            -0.00991             0.02896           -12.55556             7.40412             0.05877             0.03759            69.62566             0.49268         14418.54587          9786.71185         15018.81197
            24.10800            41.30002            -0.00991             0.02900           -12.57286             7.40356             0.05876             0.03760            69.65990             0.49317         14421.47899          9795.76642         15018.81611
            24.12000            41.37950            -0.00992             0.02903           -12.59018             7.40293             0.05875             0.03762            69.69411             0.49367         14424.40670          9804.82321         15018.82024
            24.13200            41.45908            -0.00992             0.02906           -12.60752             7.40222             0.05873             0.03763            69.72831             0.49416         14427.32901          9813.88222         15018.82436
            24.14400            41.53877            -0.00993             0.02910           -12.62488             7.40142             0.05872             0.03765            69.76249             0.49466         14430.24592          9822.94344         15018.82848
            24.15600            41.61856            -0.00993             0.02913           -12.64225             7.40055             0.05871             0.03766            69.79664             0.49516         14433.15743          9832.00687         15018.83259
            24.16800            41.69847            -0.00994             0.02916           -12.65965             7.39959             0.05870             0.03768            69.83077             0.49565         14436.06354          9841.07249         15018.83670
            24.18000            41.77848            -0.00994             0.02920           -12.67705             7.39855             0.05868             0.03769            69.86489             0.49615         14438.96427          9850.14031         15018.84080
            24.19200            41.85859            -0.00995             0.02923           -12.69448             7.39743             0.05867             0.03770            69.89898             0.49665         14441.85960          9859.21032         15018.84489
            24.20400            41.93882            -0.00995             0.02927           -12.71193             7.39623             0.05866             0.03772            69.93305             0.49714         14444.74955          9868.28251         15018.84897
            24.21600            42.01915            -0.00995             0.02930           -12.72939             7.39496             0.05865             0.03773            69.96710             0.49764         14447.63412          9877.35689         15018.85305
            24.22800            42.09959            -0.00996             0.02933           -12.74687             7.39360             0.05864             0.03775            70.00113             0.49814         14450.51331          9886.43343         15018.85712
            24.24000            42.18014            -0.00996             0.02937           -12.76437             7.39216             0.05862             0.03776            70.03514             0.49864         14453.38711          9895.51215         15018.86119
            24.25200            42.26079            -0.00997             0.02940           -12.78189             7.39064             0.05861             0.03778            70.06914             0.49913         14456.25555          9904.59303         15018.86525
            24.26400            42.34156            -0.00997             0.02944           -12.79942             7.38904             0.05860             0.03779            70.10311             0.49963         14459.11861          9913.67606         15018.86930
            24.27600            42.42243            -0.00998             0.02947           -12.81697             7.38737             0.05859             0.03780            70.13706             0.50013         14461.97630          9922.76125         15018.87334
            24.28800            42.50341            -0.00998             0.02950           -12.83454             7.38561             0.05858             0.03782            70.17099             0.50063         14464.82863          9931.84859         15018.87738
            24.30000            42.58450            -0.00998             0.02954           -12.85213             7.38378             0.05857             0.03783            70.20490             0.50113         14467.67560          9940.93808         15018.88142
            24.31200            42.66570            -0.00999             0.02957           -12.86974             7.38187             0.05856             0.03785            70.23879             0.50163         14470.51720          9950.02970         15018.88544
            24.32400            42.74700            -0.00999             0.02961           -12.88736             7.37987             0.05855             0.03786            70.27267             0.50213         14473.35345          9959.12345         15018.88946
            24.33600            42.82842            -0.01000             0.02964           -12.90500             7.37781             0.05854             0.03787            70.30652             0.50263         14476.18434          9968.21933         15018.89347
            24.34800            42.90994            -0.01000             0.02967           -12.92266             7.37566             0.05853             0.03789            70.34035             0.50313         14479.00988          9977.31734         15018.89748
            24.36000            42.99157            -0.01001             0.02971           -12.94033             7.37344             0.05852             0.03790            70.37417             0.50363         14481.83007          9986.41747         15018.90148
            24.37200            43.07332            -0.01001             0.02974           -12.95803             7.37114             0.05851             0.03792            70.40797             0.50414         14484.64491          9995.51970         15018.90547
            24.38400            43.15517            -0.01001             0.02978           -12.97574             7.36876             0.05850             0.03793            70.44175             0.50464         14487.45441         10004.62405         15018.90946
            24.39600            43.23713            -0.01002             0.02981           -12.99346             7.36631             0.05850             0.03794            70.47551             0.50514         14490.25857         10013.73050         15018.91344
            24.40800            43.31919            -0.01002             0.02984           -13.01121             7.36378             0.05849             0.03796            70.50925             0.50564         14493.05739         10022.83905         15018.91742
            24.42000            43.40137            -0.01002             0.02988           -13.02897             7.36117             0.05848             0.03797            70.54297             0.50614         14495.85088         10031.94969         15018.92138
            24.43200            43.48366            -0.01003             0.02991           -13.04675             7.35850             0.05847             0.03798            70.57667             0.50665         14498.63903         10041.06242         15018.92534
            24.44400            43.56606            -0.01003             0.02995           -13.06455             7.35574             0.05846             0.03800            70.61036             0.50715         14501.42185         10050.17723         15018.92930
            24.45600            43.64856            -0.01004             0.02998           -13.08237             7.35291             0.05846             0.03801            70.64403             0.50765         14504.19935         10059.29412         15018.93325
            24.46800            43.73118            -0.01004             0.03001           -13.10020             7.35001             0.05845             0.03802            70.67768             0.50816         14506.97152         10068.41309         15018.93719
            24.48000            43.81391            -0.01004             0.03005           -13.11805             7.34703             0.05844             0.03804            70.71132             0.50866         14509.73836         10077.53412         15018.94112
            24.49200            43.89674            -0.01005             0.03008           -13.13592             7.34398             0.05844             0.03805            70.74493             0.50917         14512.49989         10086.65722         15018.94505
            24.50400            43.97969            -0.01005             0.03012           -13.15380             7.34086             0.05843             0.03806            70.77853             0.50967         14515.25610         10095.78238         15018.94898
            24.51600            44.06275            -0.01006             0.03015           -13.17171             7.33766             0.05842             0.03808            70.81212             0.51018         14518.00699         10104.90960         15018.95289
            24.52800            44.14591            -0.01006             0.03018           -13.18963             7.33439             0.05842             0.03809            70.84568             0.51068         14520.75258         10114.03886         15018.95680
            24.54000            44.22919            -0.01006             0.03022           -13.20756             7.33105             0.05841             0.03810            70.87923             0.51119         14523.49285         10123.17017         15018.96070
            24.55200            44.31258            -0.01007             0.03025           -13.22552             7.32764             0.05841             0.03811            70.91276             0.51169         14526.22781         10132.30352         15018.96460
            24.56400            44.39608            -0.01007             0.03029           -13.24349             7.32416             0.05840             0.03813            70.94628             0.51220         14528.95748         10141.43890         15018.96849
            24.57600            44.47969            -0.01007             0.03032           -13.26148             7.32060             0.05839             0.03814            70.97978             0.51271         14531.68183         10150.57632         15018.97237
            24.58800            44.56341            -0.01008             0.03036           -13.27948             7.31698             0.05839             0.03815            71.01326             0.51321         14534.40089         10159.71576         15018.97625
            24.60000            44.64724            -0.01008             0.03039           -13.29750             7.31329             0.05839             0.03817            71.04673             0.51372         14537.11465         10168.85722         15018.98012
            24.61200            44.73118            -0.01008             0.03042           -13.31554             7.30953             0.05838             0.03818            71.08018             0.51423         14539.82312         10178.00070         15018.98399
            24.62400            44.81523            -0.01009             0.03046           -13.33360             7.30570             0.05838             0.03819            71.11361             0.51473         14542.52629         10187.14619         15018.98784
            24.63600            44.89939            -0.01009             0.03049           -13.35167             7.30180             0.05837             0.03820            71.14703             0.51524         14545.22418         10196.29368         15018.99169
            24.64800            44.98367            -0.01010             0.03053           -13.36977             7.29783             0.05837             0.03821            71.18044             0.51575         14547.91677         10205.44318         15018.99554
            24.66000            45.06806            -0.01010             0.03056           -13.38787             7.29380             0.05837             0.03823            71.21383             0.51626         14550.60409         10214.59468         15018.99938
            24.67200            45.15255            -0.01010             0.03059           -13.40600             7.28970             0.05836             0.03824            71.24720             0.51677         14553.28611         10223.74817         15019.00321
            24.68400            45.23716            -0.01011             0.03063           -13.42414             7.28553             0.05836             0.03825            71.28056             0.51728         14555.96286         10232.90365         15019.00704
            24.69600            45.32189            -0.01011             0.03066           -13.44230             7.28130             0.05836             0.03826            71.31391             0.51779         14558.63433         10242.06112         15019.01086
            24.70800            45.40672            -0.01011             0.03070           -13.46047             7.27700             0.05836             0.03828            71.34724             0.51830         14561.30052         10251.22056         15019.01467
            24.72000            45.49166            -0.01012             0.03073           -13.47866             7.27264             0.05835             0.03829            71.38056             0.51881         14563.96144         10260.38198         15019.01847
            24.73200            45.57672            -0.01012             0.03076           -13.49687             7.26822             0.05835             0.03830            71.41386             0.51932         14566.61708         10269.54537         15019.02228
            24.74400            45.66189            -0.01012             0.03080           -13.51510             7.26373             0.05835             0.03831            71.44715             0.51983         14569.26746         10278.71072         15019.02607
            24.75600            45.74717            -0.01013             0.03083           -13.53334             7.25918             0.05835             0.03832            71.48042             0.52034         14571.91257         10287.87803         15019.02986
            24.76800            45.83256            -0.01013             0.03087           -13.55160             7.25456             0.05835             0.03833            71.51368             0.52085         14574.55242         10297.04731         15019.03364
            24.78000            45.91807            -0.01013             0.03090           -13.56987             7.24989             0.05835             0.03835            71.54693             0.52136         14577.18700         10306.21853         15019.03741
            24.79200            46.00368            -0.01014             0.03094           -13.58816             7.24515             0.05835             0.03836            71.58016             0.52187         14579.81632         10315.39170         15019.04118
            24.80400            46.08941            -0.01014             0.03097           -13.60647             7.24035             0.05835             0.03837            71.61338             0.52239         14582.44038         10324.56682         15019.04494
            24.81600            46.17526            -0.01014             0.03100           -13.62480             7.23549             0.05835             0.03838            71.64659             0.52290         14585.05918         10333.74387         15019.04870
            24.82800            46.26121            -0.01015             0.03104           -13.64314             7.23058             0.05835             0.03839            71.67979             0.52341         14587.67273         10342.92286         15019.05245
            24.84000            46.34728            -0.01015             0.03107           -13.66149             7.22560             0.05835             0.03840            71.71297             0.52392         14590.28103         10352.10378         15019.05619
            24.85200            46.43346            -0.01015             0.03111           -13.67987             7.22057             0.05835             0.03841            71.74614             0.52444         14592.88408         10361.28663         15019.05992
            24.86400            46.51975            -0.01015             0.03114           -13.69826             7.21548             0.05835             0.03842            71.77930             0.52495         14595.48187         10370.47139         15019.06365
            24.87600            46.60616            -0.01016             0.03117           -13.71666             7.21033             0.05836             0.03843            71.81244             0.52546         14598.07443         10379.65808         15019.06738
            24.88800            46.69268            -0.01016             0.03121           -13.73508             7.20512             0.05836             0.03844            71.84558             0.52598         14600.66173         10388.84667         15019.07109
            24.90000            46.77931            -0.01016             0.03124           -13.75352             7.19986             0.05836             0.03846            71.87870             0.52649         14603.24380         10398.03718         15019.07481
            24.91200            46.86606            -0.01017             0.03128           -13.77198             7.19454             0.05836             0.03847            71.91181             0.52701         14605.82062         10407.22958         15019.07851
            24.92400            46.95292            -0.01017             0.03131           -13.79045             7.18917             0.05837             0.03848            71.94491             0.52752         14608.39220         10416.42389         15019.08221
            24.93600            47.03989            -0.01017             0.03135           -13.80894             7.18375             0.05837             0.03849            71.97800             0.52804         14610.95855         10425.62009         15019.08590
            24.94800            47.12698            -0.01018             0.03138           -13.82744             7.17827             0.05837             0.03850            72.01108             0.52855         14613.51966         10434.81819         15019.08958
            24.96000            47.21418            -0.01018             0.03141           -13.84596             7.17274             0.05838             0.03851            72.04414             0.52907         14616.07554         10444.01817         15019.09326
            24.97200            47.30150            -0.01018             0.03145           -13.86449             7.16716             0.05838             0.03852            72.07720             0.52959         14618.62619         10453.22003         15019.09694
            24.98400            47.38892            -0.01018             0.03148           -13.88304             7.16152             0.05838             0.03853            72.11024             0.53010         14621.17160         10462.42377         15019.10060
            24.99600            47.47647            -0.01019             0.03152           -13.90161             7.15584             0.05839             0.03854            72.14328             0.53062         14623.71179         10471.62938         15019.10426
            25.00800            47.56412            -0.01019             0.03155           -13.92019             7.15010             0.05839             0.03855            72.17631             0.53114         14626.24676         10480.83687         15019.10792
            25.02000            47.65189            -0.01019             0.03158           -13.93879             7.14432             0.05840             0.03856            72.20932             0.53165         14628.77649         10490.04622         15019.11156
