Time	x1	x2
0	0	0.00999
0.002	0.00004	0.02995
0.004	0.00012	0.04985
0.006	0.00024	0.0697
0.008	0.0004	0.08948
0.01	0.0006	0.10918
0.012	0.00084	0.1288
0.014	0.00112	0.14832
0.016	0.00143	0.16775
0.018	0.00179	0.18708
0.02	0.00218	0.20629
0.022	0.00261	0.22538
0.024	0.00308	0.24434
0.026	0.00359	0.26316
0.028	0.00414	0.28185
0.03	0.00472	0.30038
0.032	0.00534	0.31875
0.034	0.00599	0.33697
0.036	0.00668	0.35501
0.038	0.00741	0.37287
0.04	0.00818	0.39055
0.042	0.00897	0.40804
0.044	0.00981	0.42532
0.046	0.01068	0.44241
0.048	0.01158	0.45928
0.05	0.01251	0.47594
0.052	0.01348	0.49237
0.054	0.01448	0.50857
0.056	0.01552	0.52454
0.058	0.01658	0.54027
0.06	0.01768	0.55575
0.062	0.0188	0.57097
0.064	0.01996	0.58594
0.066	0.02115	0.60064
0.068	0.02236	0.61508
0.07	0.02361	0.62924
0.072	0.02488	0.64312
0.074	0.02618	0.65671
0.076	0.02751	0.67002
0.078	0.02886	0.68303
0.08	0.03024	0.69574
0.082	0.03164	0.70815
0.084	0.03307	0.72025
0.086	0.03452	0.73204
0.088	0.036	0.74351
0.09	0.0375	0.75466
0.092	0.03902	0.76549
0.094	0.04056	0.77599
0.096	0.04212	0.78616
0.098	0.0437	0.796
0.1	0.0453	0.8055
0.102	0.04692	0.81465
0.104	0.04856	0.82347
0.106	0.05022	0.83193
0.108	0.05189	0.84005
0.11	0.05358	0.84782
0.112	0.05528	0.85523
0.114	0.057	0.86228
0.116	0.05873	0.86898
0.118	0.06047	0.87531
0.12	0.06223	0.88129
0.122	0.064	0.8869
0.124	0.06578	0.89214
0.126	0.06757	0.89702
0.128	0.06937	0.90152
0.13	0.07117	0.90566
0.132	0.07299	0.90943
0.134	0.07481	0.91283
0.136	0.07664	0.91586
0.138	0.07847	0.91851
0.14	0.08031	0.92079
0.142	0.08216	0.9227
0.144	0.084	0.92424
0.146	0.08585	0.9254
0.148	0.08771	0.9262
0.15	0.08956	0.92662
0.152	0.09141	0.92667
0.154	0.09326	0.92635
0.156	0.09512	0.92566
0.158	0.09697	0.9246
0.16	0.09881	0.92317
0.162	0.10066	0.92138
0.164	0.1025	0.91922
0.166	0.10434	0.9167
0.168	0.10617	0.91382
0.17	0.10799	0.91058
0.172	0.10981	0.90698
0.174	0.11162	0.90303
0.176	0.11342	0.89873
0.178	0.11521	0.89407
0.18	0.117	0.88906
0.182	0.11877	0.88372
0.184	0.12053	0.87802
0.186	0.12228	0.87199
0.188	0.12402	0.86562
0.19	0.12574	0.85892
0.192	0.12745	0.85189
0.194	0.12915	0.84453
0.196	0.13083	0.83685
0.198	0.1325	0.82886
0.2	0.13415	0.82054
0.202	0.13578	0.81192
0.204	0.1374	0.80298
0.206	0.13899	0.79375
0.208	0.14057	0.78421
0.21	0.14213	0.77438
0.212	0.14367	0.76427
0.214	0.14519	0.75386
0.216	0.14668	0.74318
0.218	0.14816	0.73222
0.22	0.14961	0.72099
0.222	0.15104	0.70949
0.224	0.15245	0.69773
0.226	0.15383	0.68572
0.228	0.15519	0.67346
0.23	0.15653	0.66095
0.232	0.15784	0.64821
0.234	0.15912	0.63523
0.236	0.16038	0.62202
0.238	0.16161	0.60859
0.24	0.16281	0.59495
0.242	0.16399	0.58109
0.244	0.16513	0.56703
0.246	0.16625	0.55277
0.248	0.16735	0.53832
0.25	0.16841	0.52368
0.252	0.16944	0.50886
0.254	0.17044	0.49387
0.256	0.17142	0.47871
0.258	0.17236	0.46339
0.26	0.17327	0.44792
0.262	0.17415	0.4323
0.264	0.175	0.41653
0.266	0.17582	0.40063
0.268	0.1766	0.3846
0.27	0.17735	0.36846
0.272	0.17807	0.35219
0.274	0.17876	0.33582
0.276	0.17942	0.31935
0.278	0.18004	0.30278
0.28	0.18063	0.28612
0.282	0.18118	0.26938
0.284	0.18171	0.25257
0.286	0.18219	0.23569
0.288	0.18265	0.21875
0.29	0.18307	0.20176
0.292	0.18346	0.18472
0.294	0.18381	0.16764
0.296	0.18413	0.15053
0.298	0.18441	0.13339
0.3	0.18466	0.11624
0.302	0.18488	0.09907
0.304	0.18506	0.08189
0.306	0.1852	0.06472
0.308	0.18531	0.04755
0.31	0.18539	0.0304
0.312	0.18544	0.01328
0.314	0.18545	-0.00382
0.316	0.18542	-0.02088
0.318	0.18536	-0.0379
0.32	0.18527	-0.05487
0.322	0.18514	-0.07179
0.324	0.18498	-0.08864
0.326	0.18479	-0.10543
0.328	0.18456	-0.12213
0.33	0.1843	-0.13876
0.332	0.18401	-0.1553
0.334	0.18368	-0.17174
0.336	0.18332	-0.18808
0.338	0.18293	-0.20431
0.34	0.1825	-0.22043
0.342	0.18204	-0.23643
0.344	0.18156	-0.2523
0.346	0.18104	-0.26804
0.348	0.18048	-0.28364
0.35	0.1799	-0.2991
0.352	0.17929	-0.3144
0.354	0.17864	-0.32955
0.356	0.17797	-0.34454
0.358	0.17727	-0.35936
0.36	0.17653	-0.37401
0.362	0.17577	-0.38848
0.364	0.17498	-0.40276
0.366	0.17416	-0.41685
0.368	0.17331	-0.43075
0.37	0.17244	-0.44445
0.372	0.17153	-0.45795
0.374	0.1706	-0.47123
0.376	0.16965	-0.4843
0.378	0.16867	-0.49716
0.38	0.16766	-0.50978
0.382	0.16663	-0.52218
0.384	0.16557	-0.53434
0.386	0.16449	-0.54627
0.388	0.16339	-0.55795
0.39	0.16226	-0.56939
0.392	0.16111	-0.58058
0.394	0.15994	-0.59151
0.396	0.15874	-0.60219
0.398	0.15753	-0.6126
0.4	0.15629	-0.62275
0.402	0.15504	-0.63262
0.404	0.15376	-0.64223
0.406	0.15247	-0.65156
0.408	0.15116	-0.66061
0.41	0.14983	-0.66938
0.412	0.14848	-0.67786
0.414	0.14712	-0.68606
0.416	0.14574	-0.69396
0.418	0.14434	-0.70157
0.42	0.14293	-0.70889
0.422	0.1415	-0.71591
0.424	0.14007	-0.72263
0.426	0.13861	-0.72905
0.428	0.13715	-0.73516
0.43	0.13567	-0.74096
0.432	0.13419	-0.74646
0.434	0.13269	-0.75165
0.436	0.13118	-0.75653
0.438	0.12966	-0.7611
0.44	0.12814	-0.76535
0.442	0.1266	-0.76929
0.444	0.12506	-0.77291
0.446	0.12351	-0.77622
0.448	0.12195	-0.77921
0.45	0.12039	-0.78189
0.452	0.11883	-0.78424
0.454	0.11726	-0.78628
0.456	0.11568	-0.788
0.458	0.1141	-0.7894
0.46	0.11252	-0.79048
0.462	0.11094	-0.79125
0.464	0.10936	-0.7917
0.466	0.10778	-0.79183
0.468	0.10619	-0.79164
0.47	0.10461	-0.79114
0.472	0.10303	-0.79032
0.474	0.10145	-0.78919
0.476	0.09987	-0.78774
0.478	0.0983	-0.78599
0.48	0.09673	-0.78392
0.482	0.09516	-0.78154
0.484	0.0936	-0.77886
0.486	0.09205	-0.77587
0.488	0.0905	-0.77257
0.49	0.08896	-0.76898
0.492	0.08742	-0.76508
0.494	0.0859	-0.76089
0.496	0.08438	-0.7564
0.498	0.08287	-0.75162
0.5	0.08137	-0.74654
0.502	0.07989	-0.74118
0.504	0.07841	-0.73553
0.506	0.07694	-0.7296
0.508	0.07549	-0.72339
0.51	0.07405	-0.71691
0.512	0.07262	-0.71015
0.514	0.07121	-0.70312
0.516	0.06981	-0.69582
0.518	0.06843	-0.68826
0.52	0.06706	-0.68044
0.522	0.06571	-0.67236
0.524	0.06437	-0.66403
0.526	0.06305	-0.65545
0.528	0.06175	-0.64663
0.53	0.06046	-0.63757
0.532	0.0592	-0.62827
0.534	0.05795	-0.61873
0.536	0.05672	-0.60897
0.538	0.05551	-0.59899
0.54	0.05433	-0.58879
0.542	0.05316	-0.57837
0.544	0.05201	-0.56774
0.546	0.05089	-0.5569
0.548	0.04979	-0.54587
0.55	0.04871	-0.53463
0.552	0.04765	-0.52321
0.554	0.04661	-0.5116
0.556	0.0456	-0.49981
0.558	0.04461	-0.48785
0.56	0.04365	-0.47571
0.562	0.04271	-0.4634
0.564	0.0418	-0.45094
0.566	0.04091	-0.43832
0.568	0.04004	-0.42555
0.57	0.0392	-0.41264
0.572	0.03839	-0.39958
0.574	0.03761	-0.3864
0.576	0.03685	-0.37308
0.578	0.03611	-0.35965
0.58	0.03541	-0.34609
0.582	0.03473	-0.33243
0.584	0.03408	-0.31866
0.586	0.03346	-0.30479
0.588	0.03286	-0.29082
0.59	0.03229	-0.27677
0.592	0.03175	-0.26263
0.594	0.03124	-0.24842
0.596	0.03076	-0.23414
0.598	0.03031	-0.21979
0.6	0.02988	-0.20538
0.602	0.02948	-0.19092
0.604	0.02912	-0.17642
0.606	0.02878	-0.16187
0.608	0.02847	-0.14728
0.61	0.02819	-0.13267
0.612	0.02794	-0.11803
0.614	0.02772	-0.10337
0.616	0.02752	-0.0887
0.618	0.02736	-0.07403
0.62	0.02723	-0.05935
0.622	0.02712	-0.04469
0.624	0.02705	-0.03003
0.626	0.027	-0.01539
0.628	0.02699	-0.00077
0.63	0.027	0.01382
0.632	0.02704	0.02837
0.634	0.02712	0.04289
0.636	0.02722	0.05735
0.638	0.02734	0.07177
0.64	0.0275	0.08613
0.642	0.02769	0.10042
0.644	0.0279	0.11465
0.646	0.02815	0.1288
0.648	0.02842	0.14287
0.65	0.02872	0.15686
0.652	0.02905	0.17075
0.654	0.0294	0.18455
0.656	0.02978	0.19825
0.658	0.03019	0.21185
0.66	0.03063	0.22533
0.662	0.0311	0.23869
0.664	0.03159	0.25193
0.666	0.0321	0.26505
0.668	0.03265	0.27803
0.67	0.03322	0.29087
0.672	0.03381	0.30358
0.674	0.03443	0.31613
0.676	0.03507	0.32854
0.678	0.03574	0.34079
0.68	0.03644	0.35288
0.682	0.03716	0.3648
0.684	0.0379	0.37655
0.686	0.03866	0.38813
0.688	0.03945	0.39954
0.69	0.04026	0.41076
0.692	0.04109	0.42179
0.694	0.04195	0.43263
0.696	0.04282	0.44328
0.698	0.04372	0.45373
0.7	0.04464	0.46397
0.702	0.04558	0.47401
0.704	0.04653	0.48385
0.706	0.04751	0.49346
0.708	0.04851	0.50287
0.71	0.04952	0.51205
0.712	0.05055	0.52101
0.714	0.05161	0.52974
0.716	0.05267	0.53825
0.718	0.05376	0.54652
0.72	0.05486	0.55456
0.722	0.05598	0.56236
0.724	0.05711	0.56992
0.726	0.05826	0.57723
0.728	0.05942	0.5843
0.73	0.06059	0.59113
0.732	0.06178	0.5977
0.734	0.06298	0.60402
0.736	0.0642	0.61009
0.738	0.06542	0.6159
0.74	0.06666	0.62146
0.742	0.06791	0.62675
0.744	0.06917	0.63179
0.746	0.07044	0.63656
0.748	0.07171	0.64106
0.75	0.073	0.64531
0.752	0.0743	0.64928
0.754	0.0756	0.65299
0.756	0.07691	0.65643
0.758	0.07822	0.6596
0.76	0.07955	0.6625
0.762	0.08087	0.66513
0.764	0.08221	0.66749
0.766	0.08354	0.66958
0.768	0.08488	0.6714
0.77	0.08623	0.67294
0.772	0.08758	0.67421
0.774	0.08892	0.67522
0.776	0.09028	0.67594
0.778	0.09163	0.6764
0.78	0.09298	0.67659
0.782	0.09433	0.6765
0.784	0.09569	0.67615
0.786	0.09704	0.67552
0.788	0.09839	0.67463
0.79	0.09974	0.67347
0.792	0.10108	0.67204
0.794	0.10243	0.67035
0.796	0.10376	0.66839
0.798	0.1051	0.66617
0.8	0.10643	0.66369
0.802	0.10775	0.66094
0.804	0.10907	0.65794
0.806	0.11038	0.65468
0.808	0.11169	0.65117
0.81	0.11299	0.6474
0.812	0.11428	0.64339
0.814	0.11556	0.63912
0.816	0.11684	0.6346
0.818	0.1181	0.62985
0.82	0.11936	0.62485
0.822	0.1206	0.61961
0.824	0.12183	0.61413
0.826	0.12306	0.60842
0.828	0.12427	0.60247
0.83	0.12547	0.5963
0.832	0.12665	0.5899
0.834	0.12783	0.58328
0.836	0.12899	0.57644
0.838	0.13013	0.56938
0.84	0.13126	0.56211
0.842	0.13238	0.55463
0.844	0.13348	0.54694
0.846	0.13457	0.53905
0.848	0.13564	0.53096
0.85	0.13669	0.52267
0.852	0.13773	0.51419
0.854	0.13875	0.50553
0.856	0.13975	0.49667
0.858	0.14073	0.48764
0.86	0.1417	0.47843
0.862	0.14265	0.46905
0.864	0.14358	0.4595
0.866	0.14449	0.44978
0.868	0.14538	0.4399
0.87	0.14625	0.42987
0.872	0.14709	0.41969
0.874	0.14792	0.40936
0.876	0.14873	0.39888
0.878	0.14952	0.38827
0.88	0.15029	0.37752
0.882	0.15103	0.36665
0.884	0.15175	0.35565
0.886	0.15245	0.34453
0.888	0.15313	0.33329
0.89	0.15378	0.32194
0.892	0.15442	0.31049
0.894	0.15503	0.29894
0.896	0.15561	0.28728
0.898	0.15618	0.27554
0.9	0.15672	0.26371
0.902	0.15723	0.2518
0.904	0.15772	0.23982
0.906	0.15819	0.22776
0.908	0.15863	0.21563
0.91	0.15905	0.20344
0.912	0.15945	0.1912
0.914	0.15982	0.1789
0.916	0.16016	0.16656
0.918	0.16048	0.15417
0.92	0.16078	0.14175
0.922	0.16105	0.12929
0.924	0.1613	0.11681
0.926	0.16152	0.10431
0.928	0.16171	0.09179
0.93	0.16188	0.07926
0.932	0.16203	0.06672
0.934	0.16215	0.05418
0.936	0.16225	0.04165
0.938	0.16232	0.02912
0.94	0.16236	0.0166
0.942	0.16238	0.00411
0.944	0.16238	-0.00837
0.946	0.16235	-0.02081
0.948	0.1623	-0.03322
0.95	0.16222	-0.04559
0.952	0.16211	-0.05792
0.954	0.16199	-0.07021
0.956	0.16183	-0.08244
0.958	0.16166	-0.09461
0.96	0.16146	-0.10672
0.962	0.16123	-0.11876
0.964	0.16098	-0.13074
0.966	0.16071	-0.14263
0.968	0.16041	-0.15445
0.97	0.16009	-0.16618
0.972	0.15975	-0.17782
0.974	0.15938	-0.18936
0.976	0.15899	-0.20081
0.978	0.15858	-0.21215
0.98	0.15814	-0.22339
0.982	0.15768	-0.23451
0.984	0.1572	-0.24552
0.986	0.1567	-0.25641
0.988	0.15618	-0.26717
0.99	0.15563	-0.27781
0.992	0.15506	-0.28831
0.994	0.15448	-0.29868
0.996	0.15387	-0.30891
0.998	0.15324	-0.31899
1	0.15259	-0.32893
1.002	0.15193	-0.33871
1.004	0.15124	-0.34834
1.006	0.15053	-0.35782
1.008	0.14981	-0.36712
1.01	0.14907	-0.37627
1.012	0.1483	-0.38524
1.014	0.14752	-0.39405
1.016	0.14673	-0.40268
1.018	0.14591	-0.41113
1.02	0.14508	-0.4194
1.022	0.14424	-0.42748
1.024	0.14337	-0.43538
1.026	0.14249	-0.44309
1.028	0.1416	-0.45061
1.03	0.14069	-0.45793
1.032	0.13977	-0.46505
1.034	0.13883	-0.47197
1.036	0.13788	-0.47869
1.038	0.13692	-0.48521
1.04	0.13594	-0.49152
1.042	0.13495	-0.49762
1.044	0.13395	-0.50351
1.046	0.13294	-0.50919
1.048	0.13191	-0.51465
1.05	0.13088	-0.51989
1.052	0.12983	-0.52492
1.054	0.12878	-0.52973
1.056	0.12772	-0.53431
1.058	0.12664	-0.53867
1.06	0.12556	-0.54281
1.062	0.12447	-0.54673
1.064	0.12337	-0.55041
1.066	0.12227	-0.55387
1.068	0.12116	-0.55711
1.07	0.12004	-0.56011
1.072	0.11892	-0.56288
1.074	0.11779	-0.56543
1.076	0.11666	-0.56774
1.078	0.11552	-0.56982
1.08	0.11438	-0.57167
1.082	0.11323	-0.57328
1.084	0.11209	-0.57467
1.086	0.11093	-0.57582
1.088	0.10978	-0.57674
1.09	0.10863	-0.57742
1.092	0.10747	-0.57788
1.094	0.10632	-0.5781
1.096	0.10516	-0.57809
1.098	0.104	-0.57785
1.1	0.10285	-0.57738
1.102	0.1017	-0.57668
1.104	0.10054	-0.57576
1.106	0.09939	-0.5746
1.108	0.09824	-0.57321
1.11	0.0971	-0.5716
1.112	0.09596	-0.56977
1.114	0.09482	-0.56771
1.116	0.09369	-0.56543
1.118	0.09256	-0.56292
1.12	0.09144	-0.5602
1.122	0.09032	-0.55726
1.124	0.08921	-0.5541
1.126	0.0881	-0.55072
1.128	0.087	-0.54714
1.13	0.08591	-0.54334
1.132	0.08483	-0.53933
1.134	0.08376	-0.53511
1.136	0.08269	-0.53069
1.138	0.08163	-0.52607
1.14	0.08059	-0.52124
1.142	0.07955	-0.51622
1.144	0.07852	-0.511
1.146	0.07751	-0.50558
1.148	0.0765	-0.49998
1.15	0.07551	-0.49418
1.152	0.07452	-0.4882
1.154	0.07355	-0.48204
1.156	0.07259	-0.4757
1.158	0.07165	-0.46918
1.16	0.07072	-0.46248
1.162	0.0698	-0.45562
1.164	0.0689	-0.44858
1.166	0.06801	-0.44138
1.168	0.06713	-0.43402
1.17	0.06627	-0.4265
1.172	0.06542	-0.41882
1.174	0.06459	-0.41099
1.176	0.06378	-0.40302
1.178	0.06298	-0.39489
1.18	0.0622	-0.38663
1.182	0.06144	-0.37823
1.184	0.06069	-0.36969
1.186	0.05996	-0.36103
1.188	0.05924	-0.35223
1.19	0.05855	-0.34332
1.192	0.05787	-0.33428
1.194	0.05721	-0.32513
1.196	0.05657	-0.31587
1.198	0.05595	-0.3065
1.2	0.05534	-0.29702
1.202	0.05476	-0.28745
1.204	0.0542	-0.27778
1.206	0.05365	-0.26802
1.208	0.05312	-0.25817
1.21	0.05262	-0.24823
1.212	0.05213	-0.23822
1.214	0.05166	-0.22814
1.216	0.05122	-0.21798
1.218	0.05079	-0.20775
1.22	0.05039	-0.19746
1.222	0.05	-0.18712
1.224	0.04964	-0.17672
1.226	0.0493	-0.16627
1.228	0.04897	-0.15577
1.23	0.04867	-0.14524
1.232	0.04839	-0.13466
1.234	0.04813	-0.12406
1.236	0.0479	-0.11342
1.238	0.04768	-0.10276
1.24	0.04749	-0.09208
1.242	0.04731	-0.08139
1.244	0.04716	-0.07068
1.246	0.04703	-0.05997
1.248	0.04692	-0.04926
1.25	0.04683	-0.03854
1.252	0.04677	-0.02784
1.254	0.04672	-0.01714
1.256	0.0467	-0.00646
1.258	0.04669	0.00421
1.26	0.04671	0.01485
1.262	0.04675	0.02546
1.264	0.04682	0.03604
1.266	0.0469	0.04659
1.268	0.047	0.05709
1.27	0.04713	0.06756
1.272	0.04727	0.07797
1.274	0.04744	0.08833
1.276	0.04763	0.09864
1.278	0.04783	0.10889
1.28	0.04806	0.11907
1.282	0.04831	0.12919
1.284	0.04858	0.13923
1.286	0.04887	0.1492
1.288	0.04917	0.15909
1.29	0.0495	0.16889
1.292	0.04985	0.17861
1.294	0.05022	0.18823
1.296	0.0506	0.19777
1.298	0.05101	0.2072
1.3	0.05143	0.21653
1.302	0.05187	0.22576
1.304	0.05233	0.23488
1.306	0.05281	0.24389
1.308	0.05331	0.25278
1.31	0.05382	0.26155
1.312	0.05436	0.2702
1.314	0.05491	0.27873
1.316	0.05547	0.28712
1.318	0.05605	0.29539
1.32	0.05665	0.30352
1.322	0.05727	0.31151
1.324	0.0579	0.31936
1.326	0.05854	0.32707
1.328	0.05921	0.33464
1.33	0.05988	0.34205
1.332	0.06057	0.34932
1.334	0.06128	0.35642
1.336	0.062	0.36338
1.338	0.06273	0.37017
1.34	0.06348	0.3768
1.342	0.06424	0.38327
1.344	0.06501	0.38957
1.346	0.0658	0.3957
1.348	0.0666	0.40167
1.35	0.06741	0.40746
1.352	0.06823	0.41308
1.354	0.06906	0.41852
1.356	0.0699	0.42378
1.358	0.07075	0.42886
1.36	0.07162	0.43376
1.362	0.07249	0.43848
1.364	0.07337	0.44301
1.366	0.07426	0.44736
1.368	0.07516	0.45152
1.37	0.07607	0.45549
1.372	0.07698	0.45927
1.374	0.0779	0.46286
1.376	0.07883	0.46626
1.378	0.07977	0.46946
1.38	0.08071	0.47247
1.382	0.08166	0.47529
1.384	0.08261	0.47791
1.386	0.08357	0.48033
1.388	0.08453	0.48256
1.39	0.0855	0.48459
1.392	0.08647	0.48642
1.394	0.08744	0.48805
1.396	0.08842	0.48949
1.398	0.0894	0.49073
1.4	0.09038	0.49177
1.402	0.09137	0.49261
1.404	0.09235	0.49325
1.406	0.09334	0.49369
1.408	0.09433	0.49394
1.41	0.09532	0.49398
1.412	0.09631	0.49383
1.414	0.09729	0.49349
1.416	0.09828	0.49294
1.418	0.09926	0.4922
1.42	0.10025	0.49127
1.422	0.10123	0.49014
1.424	0.10221	0.48882
1.426	0.10318	0.4873
1.428	0.10416	0.48559
1.43	0.10513	0.4837
1.432	0.10609	0.48161
1.434	0.10705	0.47933
1.436	0.10801	0.47687
1.438	0.10896	0.47422
1.44	0.10991	0.47139
1.442	0.11085	0.46837
1.444	0.11178	0.46518
1.446	0.11271	0.4618
1.448	0.11363	0.45825
1.45	0.11454	0.45452
1.452	0.11544	0.45062
1.454	0.11634	0.44654
1.456	0.11723	0.44229
1.458	0.11811	0.43788
1.46	0.11898	0.4333
1.462	0.11984	0.42855
1.464	0.1207	0.42365
1.466	0.12154	0.41858
1.468	0.12237	0.41336
1.47	0.12319	0.40798
1.472	0.124	0.40245
1.474	0.1248	0.39677
1.476	0.12559	0.39094
1.478	0.12637	0.38497
1.48	0.12713	0.37886
1.482	0.12788	0.37261
1.484	0.12862	0.36622
1.486	0.12935	0.3597
1.488	0.13006	0.35304
1.49	0.13076	0.34626
1.492	0.13144	0.33936
1.494	0.13211	0.33233
1.496	0.13277	0.32518
1.498	0.13342	0.31792
1.5	0.13404	0.31054
1.502	0.13466	0.30306
1.504	0.13526	0.29547
1.506	0.13584	0.28778
1.508	0.13641	0.27998
1.51	0.13696	0.2721
1.512	0.1375	0.26411
1.514	0.13802	0.25604
1.516	0.13852	0.24788
1.518	0.13901	0.23964
1.52	0.13948	0.23132
1.522	0.13993	0.22293
1.524	0.14037	0.21446
1.526	0.14079	0.20592
1.528	0.14119	0.19732
1.53	0.14158	0.18866
1.532	0.14195	0.17994
1.534	0.1423	0.17116
1.536	0.14263	0.16233
1.538	0.14295	0.15346
1.54	0.14325	0.14454
1.542	0.14353	0.13558
1.544	0.14379	0.12659
1.546	0.14403	0.11756
1.548	0.14426	0.10851
1.55	0.14447	0.09943
1.552	0.14466	0.09033
1.554	0.14483	0.08121
1.556	0.14498	0.07207
1.558	0.14512	0.06293
1.56	0.14523	0.05377
1.562	0.14533	0.04462
1.564	0.14541	0.03546
1.566	0.14547	0.02631
1.568	0.14552	0.01717
1.57	0.14554	0.00804
1.572	0.14555	-0.00108
1.574	0.14554	-0.01017
1.576	0.14551	-0.01925
1.578	0.14546	-0.0283
1.58	0.14539	-0.03732
1.582	0.14531	-0.04631
1.584	0.14521	-0.05526
1.586	0.14509	-0.06417
1.588	0.14495	-0.07304
1.59	0.1448	-0.08186
1.592	0.14463	-0.09063
1.594	0.14444	-0.09934
1.596	0.14423	-0.108
1.598	0.144	-0.1166
1.6	0.14376	-0.12514
1.602	0.1435	-0.13361
1.604	0.14323	-0.142
1.606	0.14294	-0.15033
1.608	0.14263	-0.15857
1.61	0.1423	-0.16674
1.612	0.14196	-0.17483
1.614	0.1416	-0.18283
1.616	0.14123	-0.19074
1.618	0.14084	-0.19855
1.62	0.14043	-0.20628
1.622	0.14001	-0.2139
1.624	0.13958	-0.22142
1.626	0.13913	-0.22885
1.628	0.13866	-0.23616
1.63	0.13818	-0.24337
1.632	0.13769	-0.25046
1.634	0.13718	-0.25744
1.636	0.13666	-0.2643
1.638	0.13612	-0.27104
1.64	0.13558	-0.27767
1.642	0.13501	-0.28416
1.644	0.13444	-0.29053
1.646	0.13385	-0.29678
1.648	0.13325	-0.30289
1.65	0.13264	-0.30887
1.652	0.13202	-0.31471
1.654	0.13138	-0.32041
1.656	0.13074	-0.32598
1.658	0.13008	-0.3314
1.66	0.12941	-0.33668
1.662	0.12873	-0.34182
1.664	0.12804	-0.34681
1.666	0.12734	-0.35165
1.668	0.12664	-0.35634
1.67	0.12592	-0.36088
1.672	0.12519	-0.36526
1.674	0.12446	-0.36949
1.676	0.12372	-0.37357
1.678	0.12296	-0.37748
1.68	0.12221	-0.38124
1.682	0.12144	-0.38484
1.684	0.12067	-0.38828
1.686	0.11989	-0.39155
1.688	0.1191	-0.39467
1.69	0.11831	-0.39761
1.692	0.11751	-0.4004
1.694	0.11671	-0.40302
1.696	0.1159	-0.40547
1.698	0.11508	-0.40775
1.7	0.11427	-0.40987
1.702	0.11345	-0.41182
1.704	0.11262	-0.4136
1.706	0.11179	-0.41521
1.708	0.11096	-0.41666
1.71	0.11012	-0.41793
1.712	0.10929	-0.41904
1.714	0.10845	-0.41997
1.716	0.10761	-0.42073
1.718	0.10677	-0.42133
1.72	0.10592	-0.42176
1.722	0.10508	-0.42201
1.724	0.10423	-0.4221
1.726	0.10339	-0.42202
1.728	0.10255	-0.42177
1.73	0.1017	-0.42135
1.732	0.10086	-0.42076
1.734	0.10002	-0.42001
1.736	0.09918	-0.41909
1.738	0.09834	-0.41801
1.74	0.09751	-0.41676
1.742	0.09668	-0.41534
1.744	0.09585	-0.41377
1.746	0.09502	-0.41203
1.748	0.0942	-0.41013
1.75	0.09338	-0.40807
1.752	0.09257	-0.40585
1.754	0.09176	-0.40347
1.756	0.09095	-0.40094
1.758	0.09015	-0.39825
1.76	0.08936	-0.39541
1.762	0.08857	-0.39241
1.764	0.08779	-0.38927
1.766	0.08702	-0.38597
1.768	0.08625	-0.38253
1.77	0.08549	-0.37894
1.772	0.08473	-0.37521
1.774	0.08399	-0.37134
1.776	0.08325	-0.36732
1.778	0.08252	-0.36317
1.78	0.08179	-0.35887
1.782	0.08108	-0.35445
1.784	0.08038	-0.34989
1.786	0.07968	-0.3452
1.788	0.079	-0.34038
1.79	0.07832	-0.33544
1.792	0.07765	-0.33037
1.794	0.077	-0.32518
1.796	0.07635	-0.31987
1.798	0.07572	-0.31444
1.8	0.0751	-0.3089
1.802	0.07448	-0.30325
1.804	0.07388	-0.29748
1.806	0.07329	-0.29161
1.808	0.07272	-0.28563
1.81	0.07215	-0.27955
1.812	0.0716	-0.27338
1.814	0.07106	-0.2671
1.816	0.07053	-0.26073
1.818	0.07002	-0.25427
1.82	0.06951	-0.24772
1.822	0.06902	-0.24109
1.824	0.06855	-0.23437
1.826	0.06809	-0.22757
1.828	0.06764	-0.22069
1.83	0.0672	-0.21374
1.832	0.06678	-0.20672
1.834	0.06638	-0.19963
1.836	0.06599	-0.19247
1.838	0.06561	-0.18526
1.84	0.06524	-0.17798
1.842	0.0649	-0.17064
1.844	0.06456	-0.16325
1.846	0.06424	-0.15581
1.848	0.06394	-0.14833
1.85	0.06365	-0.1408
1.852	0.06338	-0.13323
1.854	0.06312	-0.12562
1.856	0.06287	-0.11797
1.858	0.06264	-0.11029
1.86	0.06243	-0.10259
1.862	0.06223	-0.09486
1.864	0.06205	-0.0871
1.866	0.06189	-0.07933
1.868	0.06173	-0.07154
1.87	0.0616	-0.06374
1.872	0.06148	-0.05593
1.874	0.06138	-0.04811
1.876	0.06129	-0.04029
1.878	0.06121	-0.03246
1.88	0.06116	-0.02464
1.882	0.06112	-0.01683
1.884	0.06109	-0.00902
1.886	0.06108	-0.00123
1.888	0.06109	0.00655
1.89	0.06111	0.01431
1.892	0.06114	0.02205
1.894	0.06119	0.02976
1.896	0.06126	0.03745
1.898	0.06134	0.04511
1.9	0.06144	0.05273
1.902	0.06156	0.06032
1.904	0.06168	0.06787
1.906	0.06183	0.07537
1.908	0.06198	0.08283
1.91	0.06216	0.09025
1.912	0.06235	0.09761
1.914	0.06255	0.10492
1.916	0.06277	0.11217
1.918	0.063	0.11936
1.92	0.06324	0.12649
1.922	0.0635	0.13356
1.924	0.06378	0.14055
1.926	0.06406	0.14748
1.928	0.06437	0.15434
1.93	0.06468	0.16112
1.932	0.06501	0.16782
