Time	Distance	Velocity
5.26	0.15054	-0.06756
5.262	0.15041	-0.06833
5.264	0.15027	-0.06909
5.266	0.15013	-0.06985
5.268	0.14999	-0.07061
5.27	0.14985	-0.07137
5.272	0.1497	-0.07212
5.274	0.14956	-0.07288
5.276	0.14941	-0.07363
5.278	0.14926	-0.07438
5.28	0.14911	-0.07512
5.282	0.14896	-0.07586
5.284	0.14881	-0.07661
5.286	0.14866	-0.07734
5.288	0.1485	-0.07808
5.29	0.14835	-0.07881
5.292	0.14819	-0.07955
5.294	0.14803	-0.08027
5.296	0.14787	-0.081
5.298	0.1477	-0.08172
5.3	0.14754	-0.08245
5.302	0.14737	-0.08317
5.304	0.14721	-0.08388
5.306	0.14704	-0.0846
5.308	0.14687	-0.08531
5.31	0.1467	-0.08602
5.312	0.14652	-0.08672
5.314	0.14635	-0.08743
5.316	0.14617	-0.08813
5.318	0.146	-0.08883
5.32	0.14582	-0.08953
5.322	0.14564	-0.09022
5.324	0.14546	-0.09091
5.326	0.14528	-0.0916
5.328	0.14509	-0.09229
5.33	0.14491	-0.09298
5.332	0.14472	-0.09366
5.334	0.14453	-0.09434
5.336	0.14434	-0.09501
5.338	0.14415	-0.09569
5.34	0.14396	-0.09636
5.342	0.14377	-0.09703
5.344	0.14357	-0.0977
5.346	0.14338	-0.09836
5.348	0.14318	-0.09903
5.35	0.14298	-0.09969
5.352	0.14278	-0.10034
5.354	0.14258	-0.101
5.356	0.14237	-0.10165
5.358	0.14217	-0.1023
5.36	0.14197	-0.10295
5.362	0.14176	-0.10359
5.364	0.14155	-0.10423
5.366	0.14134	-0.10487
5.368	0.14113	-0.10551
5.37	0.14092	-0.10614
5.372	0.14071	-0.10678
5.374	0.14049	-0.10741
5.376	0.14028	-0.10803
5.378	0.14006	-0.10866
5.38	0.13984	-0.10928
5.382	0.13962	-0.1099
5.384	0.1394	-0.11052
5.386	0.13918	-0.11113
5.388	0.13896	-0.11174
5.39	0.13873	-0.11235
5.392	0.13851	-0.11296
5.394	0.13828	-0.11356
5.396	0.13806	-0.11416
5.398	0.13783	-0.11476
5.4	0.1376	-0.11536
5.402	0.13736	-0.11595
5.404	0.13713	-0.11654
5.406	0.1369	-0.11713
5.408	0.13666	-0.11771
5.41	0.13643	-0.1183
5.412	0.13619	-0.11888
5.414	0.13595	-0.11946
5.416	0.13571	-0.12003
5.418	0.13547	-0.12061
5.42	0.13523	-0.12118
5.422	0.13499	-0.12174
5.424	0.13474	-0.12231
5.426	0.1345	-0.12287
5.428	0.13425	-0.12343
5.43	0.134	-0.12399
5.432	0.13376	-0.12454
5.434	0.13351	-0.1251
5.436	0.13326	-0.12564
5.438	0.133	-0.12619
5.44	0.13275	-0.12674
5.442	0.1325	-0.12728
5.444	0.13224	-0.12782
5.446	0.13199	-0.12835
5.448	0.13173	-0.12889
5.45	0.13147	-0.12942
5.452	0.13121	-0.12995
5.454	0.13095	-0.13047
5.456	0.13069	-0.131
5.458	0.13043	-0.13152
5.46	0.13016	-0.13204
5.462	0.1299	-0.13255
5.464	0.12963	-0.13306
5.466	0.12937	-0.13357
5.468	0.1291	-0.13408
5.47	0.12883	-0.13459
5.472	0.12856	-0.13509
5.474	0.12829	-0.13559
5.476	0.12802	-0.13609
5.478	0.12774	-0.13658
5.48	0.12747	-0.13707
5.482	0.1272	-0.13756
5.484	0.12692	-0.13805
5.486	0.12664	-0.13853
5.488	0.12637	-0.13902
5.49	0.12609	-0.13949
5.492	0.12581	-0.13997
5.494	0.12553	-0.14044
5.496	0.12525	-0.14092
5.498	0.12496	-0.14138
5.5	0.12468	-0.14185
5.502	0.1244	-0.14231
5.504	0.12411	-0.14277
5.506	0.12383	-0.14323
5.508	0.12354	-0.14369
5.51	0.12325	-0.14414
5.512	0.12296	-0.14459
5.514	0.12267	-0.14504
5.516	0.12238	-0.14548
5.518	0.12209	-0.14592
5.52	0.1218	-0.14636
5.522	0.12151	-0.1468
5.524	0.12121	-0.14723
5.526	0.12092	-0.14766
5.528	0.12062	-0.14809
5.53	0.12032	-0.14852
5.532	0.12003	-0.14894
5.534	0.11973	-0.14936
5.536	0.11943	-0.14978
5.538	0.11913	-0.1502
5.54	0.11883	-0.15061
5.542	0.11853	-0.15102
5.544	0.11822	-0.15143
5.546	0.11792	-0.15183
5.548	0.11762	-0.15224
5.55	0.11731	-0.15264
5.552	0.11701	-0.15303
5.554	0.1167	-0.15343
5.556	0.11639	-0.15382
5.558	0.11609	-0.15421
5.56	0.11578	-0.1546
5.562	0.11547	-0.15498
5.564	0.11516	-0.15536
5.566	0.11485	-0.15574
5.568	0.11453	-0.15612
5.57	0.11422	-0.15649
5.572	0.11391	-0.15686
5.574	0.11359	-0.15723
5.576	0.11328	-0.1576
5.578	0.11296	-0.15796
5.58	0.11265	-0.15832
5.582	0.11233	-0.15868
5.584	0.11201	-0.15903
5.586	0.11169	-0.15939
5.588	0.11137	-0.15974
5.59	0.11105	-0.16008
5.592	0.11073	-0.16043
5.594	0.11041	-0.16077
5.596	0.11009	-0.16111
5.598	0.10977	-0.16145
5.6	0.10945	-0.16178
5.602	0.10912	-0.16211
5.604	0.1088	-0.16244
5.606	0.10847	-0.16277
5.608	0.10815	-0.16309
5.61	0.10782	-0.16341
5.612	0.10749	-0.16373
5.614	0.10716	-0.16405
5.616	0.10684	-0.16436
5.618	0.10651	-0.16467
5.62	0.10618	-0.16498
5.622	0.10585	-0.16529
5.624	0.10552	-0.16559
5.626	0.10518	-0.16589
5.628	0.10485	-0.16619
5.63	0.10452	-0.16649
5.632	0.10419	-0.16678
5.634	0.10385	-0.16707
5.636	0.10352	-0.16736
5.638	0.10318	-0.16764
5.64	0.10285	-0.16792
5.642	0.10251	-0.1682
5.644	0.10217	-0.16848
5.646	0.10184	-0.16876
5.648	0.1015	-0.16903
5.65	0.10116	-0.1693
5.652	0.10082	-0.16957
5.654	0.10048	-0.16983
5.656	0.10014	-0.17009
5.658	0.0998	-0.17035
5.66	0.09946	-0.17061
5.662	0.09912	-0.17086
5.664	0.09878	-0.17111
5.666	0.09844	-0.17136
5.668	0.09809	-0.17161
5.67	0.09775	-0.17185
5.672	0.09741	-0.1721
5.674	0.09706	-0.17233
5.676	0.09672	-0.17257
5.678	0.09637	-0.1728
5.68	0.09603	-0.17304
5.682	0.09568	-0.17327
5.684	0.09533	-0.17349
5.686	0.09498	-0.17372
5.688	0.09464	-0.17394
5.69	0.09429	-0.17415
5.692	0.09394	-0.17437
5.694	0.09359	-0.17458
5.696	0.09324	-0.1748
5.698	0.09289	-0.175
5.7	0.09254	-0.17521
5.702	0.09219	-0.17541
5.704	0.09184	-0.17562
5.706	0.09149	-0.17581
5.708	0.09114	-0.17601
5.71	0.09079	-0.1762
5.712	0.09043	-0.17639
5.714	0.09008	-0.17658
5.716	0.08973	-0.17677
5.718	0.08937	-0.17695
5.72	0.08902	-0.17713
5.722	0.08866	-0.17731
5.724	0.08831	-0.17749
5.726	0.08795	-0.17766
5.728	0.0876	-0.17783
5.73	0.08724	-0.178
5.732	0.08689	-0.17817
5.734	0.08653	-0.17833
5.736	0.08617	-0.17849
5.738	0.08582	-0.17865
5.74	0.08546	-0.17881
5.742	0.0851	-0.17896
5.744	0.08474	-0.17911
5.746	0.08438	-0.17926
5.748	0.08403	-0.17941
5.75	0.08367	-0.17955
5.752	0.08331	-0.1797
5.754	0.08295	-0.17983
5.756	0.08259	-0.17997
5.758	0.08223	-0.18011
5.76	0.08187	-0.18024
5.762	0.08151	-0.18037
5.764	0.08115	-0.18049
5.766	0.08079	-0.18062
5.768	0.08042	-0.18074
5.77	0.08006	-0.18086
5.772	0.0797	-0.18098
5.774	0.07934	-0.18109
5.776	0.07898	-0.18121
5.778	0.07861	-0.18132
5.78	0.07825	-0.18142
5.782	0.07789	-0.18153
5.784	0.07752	-0.18163
5.786	0.07716	-0.18173
5.788	0.0768	-0.18183
5.79	0.07643	-0.18193
5.792	0.07607	-0.18202
5.794	0.07571	-0.18211
5.796	0.07534	-0.1822
5.798	0.07498	-0.18229
5.8	0.07461	-0.18237
5.802	0.07425	-0.18245
5.804	0.07388	-0.18253
5.806	0.07352	-0.18261
5.808	0.07315	-0.18268
5.81	0.07279	-0.18276
5.812	0.07242	-0.18283
5.814	0.07206	-0.18289
5.816	0.07169	-0.18296
5.818	0.07132	-0.18302
5.82	0.07096	-0.18308
5.822	0.07059	-0.18314
5.824	0.07022	-0.1832
5.826	0.06986	-0.18325
5.828	0.06949	-0.1833
5.83	0.06913	-0.18335
5.832	0.06876	-0.1834
5.834	0.06839	-0.18344
5.836	0.06802	-0.18349
5.838	0.06766	-0.18353
5.84	0.06729	-0.18356
5.842	0.06692	-0.1836
5.844	0.06656	-0.18363
5.846	0.06619	-0.18366
5.848	0.06582	-0.18369
5.85	0.06545	-0.18372
5.852	0.06509	-0.18374
5.854	0.06472	-0.18377
5.856	0.06435	-0.18378
5.858	0.06398	-0.1838
5.86	0.06362	-0.18382
5.862	0.06325	-0.18383
5.864	0.06288	-0.18384
5.866	0.06251	-0.18385
5.868	0.06215	-0.18386
5.87	0.06178	-0.18386
5.872	0.06141	-0.18386
5.874	0.06104	-0.18386
5.876	0.06067	-0.18386
5.878	0.06031	-0.18385
5.88	0.05994	-0.18385
5.882	0.05957	-0.18384
5.884	0.0592	-0.18383
5.886	0.05884	-0.18381
5.888	0.05847	-0.1838
5.89	0.0581	-0.18378
5.892	0.05773	-0.18376
5.894	0.05737	-0.18374
5.896	0.057	-0.18371
5.898	0.05663	-0.18369
5.9	0.05626	-0.18366
5.902	0.0559	-0.18363
5.904	0.05553	-0.18359
5.906	0.05516	-0.18356
5.908	0.0548	-0.18352
5.91	0.05443	-0.18348
5.912	0.05406	-0.18344
5.914	0.05369	-0.1834
5.916	0.05333	-0.18335
5.918	0.05296	-0.1833
5.92	0.05259	-0.18325
5.922	0.05223	-0.1832
5.924	0.05186	-0.18315
5.926	0.0515	-0.18309
5.928	0.05113	-0.18303
5.93	0.05076	-0.18297
5.932	0.0504	-0.18291
5.934	0.05003	-0.18285
5.936	0.04967	-0.18278
5.938	0.0493	-0.18271
5.94	0.04894	-0.18264
5.942	0.04857	-0.18257
5.944	0.0482	-0.18249
5.946	0.04784	-0.18242
5.948	0.04748	-0.18234
5.95	0.04711	-0.18226
5.952	0.04675	-0.18217
5.954	0.04638	-0.18209
5.956	0.04602	-0.182
5.958	0.04565	-0.18191
5.96	0.04529	-0.18182
5.962	0.04493	-0.18173
5.964	0.04456	-0.18163
5.966	0.0442	-0.18154
5.968	0.04384	-0.18144
5.97	0.04347	-0.18134
5.972	0.04311	-0.18124
5.974	0.04275	-0.18113
5.976	0.04239	-0.18102
5.978	0.04203	-0.18091
5.98	0.04166	-0.1808
5.982	0.0413	-0.18069
5.984	0.04094	-0.18058
5.986	0.04058	-0.18046
5.988	0.04022	-0.18034
5.99	0.03986	-0.18022
5.992	0.0395	-0.1801
5.994	0.03914	-0.17998
5.996	0.03878	-0.17985
5.998	0.03842	-0.17972
6	0.03806	-0.17959
6.002	0.0377	-0.17946
6.004	0.03734	-0.17933
6.006	0.03698	-0.17919
6.008	0.03662	-0.17905
6.01	0.03627	-0.17891
6.012	0.03591	-0.17877
6.014	0.03555	-0.17863
6.016	0.03519	-0.17848
6.018	0.03484	-0.17834
6.02	0.03448	-0.17819
6.022	0.03412	-0.17804
6.024	0.03377	-0.17789
6.026	0.03341	-0.17773
6.028	0.03306	-0.17758
6.03	0.0327	-0.17742
6.032	0.03235	-0.17726
6.034	0.03199	-0.1771
6.036	0.03164	-0.17694
6.038	0.03129	-0.17677
6.04	0.03093	-0.1766
6.042	0.03058	-0.17644
6.044	0.03023	-0.17626
6.046	0.02987	-0.17609
6.048	0.02952	-0.17592
6.05	0.02917	-0.17574
6.052	0.02882	-0.17557
6.054	0.02847	-0.17539
6.056	0.02812	-0.17521
6.058	0.02777	-0.17502
6.06	0.02742	-0.17484
6.062	0.02707	-0.17465
6.064	0.02672	-0.17447
6.066	0.02637	-0.17428
6.068	0.02602	-0.17408
6.07	0.02567	-0.17389
6.072	0.02533	-0.1737
6.074	0.02498	-0.1735
6.076	0.02463	-0.1733
6.078	0.02429	-0.1731
6.08	0.02394	-0.1729
6.082	0.02359	-0.1727
6.084	0.02325	-0.17249
6.086	0.0229	-0.17229
6.088	0.02256	-0.17208
6.09	0.02222	-0.17187
6.092	0.02187	-0.17166
6.094	0.02153	-0.17145
6.096	0.02119	-0.17123
6.098	0.02085	-0.17102
6.1	0.0205	-0.1708
6.102	0.02016	-0.17058
6.104	0.01982	-0.17036
6.106	0.01948	-0.17013
6.108	0.01914	-0.16991
6.11	0.0188	-0.16968
6.112	0.01846	-0.16946
6.114	0.01812	-0.16923
6.116	0.01778	-0.169
6.118	0.01745	-0.16877
6.12	0.01711	-0.16853
6.122	0.01677	-0.1683
6.124	0.01644	-0.16806
6.126	0.0161	-0.16782
6.128	0.01577	-0.16758
6.13	0.01543	-0.16734
6.132	0.0151	-0.1671
6.134	0.01476	-0.16685
6.136	0.01443	-0.16661
6.138	0.0141	-0.16636
6.14	0.01376	-0.16611
6.142	0.01343	-0.16586
6.144	0.0131	-0.16561
6.146	0.01277	-0.16536
6.148	0.01244	-0.1651
6.15	0.01211	-0.16484
6.152	0.01178	-0.16459
6.154	0.01145	-0.16433
6.156	0.01112	-0.16407
6.158	0.01079	-0.16381
6.16	0.01047	-0.16354
6.162	0.01014	-0.16328
6.164	0.00981	-0.16301
6.166	0.00949	-0.16274
6.168	0.00916	-0.16247
6.17	0.00884	-0.1622
6.172	0.00851	-0.16193
6.174	0.00819	-0.16166
6.176	0.00787	-0.16138
6.178	0.00754	-0.16111
6.18	0.00722	-0.16083
6.182	0.0069	-0.16055
6.184	0.00658	-0.16027
6.186	0.00626	-0.15999
6.188	0.00594	-0.1597
6.19	0.00562	-0.15942
6.192	0.0053	-0.15913
6.194	0.00498	-0.15885
6.196	0.00467	-0.15856
6.198	0.00435	-0.15827
6.2	0.00403	-0.15798
6.202	0.00372	-0.15768
6.204	0.0034	-0.15739
6.206	0.00309	-0.1571
6.208	0.00277	-0.1568
6.21	0.00246	-0.1565
6.212	0.00215	-0.1562
6.214	0.00184	-0.1559
6.216	0.00153	-0.1556
6.218	0.00121	-0.1553
6.22	0.0009	-0.155
6.222	0.00059	-0.15469
6.224	0.00029	-0.15438
6.226	-0.00002	-0.15408
6.228	-0.00033	-0.15377
6.23	-0.00064	-0.15346
6.232	-0.00094	-0.15315
6.234	-0.00125	-0.15283
6.236	-0.00156	-0.15252
6.238	-0.00186	-0.1522
6.24	-0.00216	-0.15189
6.242	-0.00247	-0.15157
6.244	-0.00277	-0.15125
6.246	-0.00307	-0.15093
6.248	-0.00338	-0.15061
6.25	-0.00368	-0.15029
6.252	-0.00398	-0.14997
6.254	-0.00428	-0.14964
6.256	-0.00457	-0.14932
6.258	-0.00487	-0.14899
6.26	-0.00517	-0.14866
6.262	-0.00547	-0.14833
6.264	-0.00576	-0.148
6.266	-0.00606	-0.14767
6.268	-0.00635	-0.14734
6.27	-0.00665	-0.14701
6.272	-0.00694	-0.14667
6.274	-0.00724	-0.14634
6.276	-0.00753	-0.146
6.278	-0.00782	-0.14566
6.28	-0.00811	-0.14532
6.282	-0.0084	-0.14498
6.284	-0.00869	-0.14464
6.286	-0.00898	-0.1443
6.288	-0.00927	-0.14396
6.29	-0.00956	-0.14361
6.292	-0.00984	-0.14327
6.294	-0.01013	-0.14292
6.296	-0.01041	-0.14257
6.298	-0.0107	-0.14223
6.3	-0.01098	-0.14188
6.302	-0.01127	-0.14153
6.304	-0.01155	-0.14118
6.306	-0.01183	-0.14082
6.308	-0.01211	-0.14047
6.31	-0.01239	-0.14012
6.312	-0.01267	-0.13976
6.314	-0.01295	-0.13941
6.316	-0.01323	-0.13905
6.318	-0.01351	-0.13869
6.32	-0.01379	-0.13833
6.322	-0.01406	-0.13797
6.324	-0.01434	-0.13761
6.326	-0.01461	-0.13725
6.328	-0.01489	-0.13689
6.33	-0.01516	-0.13652
6.332	-0.01543	-0.13616
6.334	-0.0157	-0.13579
6.336	-0.01598	-0.13543
6.338	-0.01625	-0.13506
6.34	-0.01652	-0.13469
6.342	-0.01678	-0.13432
6.344	-0.01705	-0.13395
6.346	-0.01732	-0.13358
6.348	-0.01759	-0.13321
6.35	-0.01785	-0.13284
6.352	-0.01812	-0.13247
6.354	-0.01838	-0.13209
6.356	-0.01865	-0.13172
6.358	-0.01891	-0.13134
6.36	-0.01917	-0.13096
6.362	-0.01943	-0.13059
6.364	-0.01969	-0.13021
6.366	-0.01995	-0.12983
6.368	-0.02021	-0.12945
6.37	-0.02047	-0.12907
6.372	-0.02073	-0.12869
6.374	-0.02099	-0.12831
6.376	-0.02124	-0.12792
6.378	-0.0215	-0.12754
6.38	-0.02175	-0.12716
6.382	-0.02201	-0.12677
6.384	-0.02226	-0.12638
6.386	-0.02251	-0.126
6.388	-0.02276	-0.12561
6.39	-0.02302	-0.12522
6.392	-0.02327	-0.12483
6.394	-0.02351	-0.12444
6.396	-0.02376	-0.12405
6.398	-0.02401	-0.12366
6.4	-0.02426	-0.12327
6.402	-0.0245	-0.12288
6.404	-0.02475	-0.12248
6.406	-0.02499	-0.12209
6.408	-0.02524	-0.1217
6.41	-0.02548	-0.1213
6.412	-0.02572	-0.12091
6.414	-0.02596	-0.12051
6.416	-0.02621	-0.12011
6.418	-0.02644	-0.11971
6.42	-0.02668	-0.11932
6.422	-0.02692	-0.11892
6.424	-0.02716	-0.11852
6.426	-0.0274	-0.11812
6.428	-0.02763	-0.11772
6.43	-0.02787	-0.11731
6.432	-0.0281	-0.11691
6.434	-0.02833	-0.11651
6.436	-0.02857	-0.11611
6.438	-0.0288	-0.1157
6.44	-0.02903	-0.1153
6.442	-0.02926	-0.11489
6.444	-0.02949	-0.11449
6.446	-0.02972	-0.11408
6.448	-0.02995	-0.11367
6.45	-0.03017	-0.11327
6.452	-0.0304	-0.11286
6.454	-0.03062	-0.11245
6.456	-0.03085	-0.11204
6.458	-0.03107	-0.11163
6.46	-0.0313	-0.11122
6.462	-0.03152	-0.11081
6.464	-0.03174	-0.1104
6.466	-0.03196	-0.10999
6.468	-0.03218	-0.10958
6.47	-0.0324	-0.10916
6.472	-0.03262	-0.10875
6.474	-0.03283	-0.10834
6.476	-0.03305	-0.10792
6.478	-0.03326	-0.10751
6.48	-0.03348	-0.10709
6.482	-0.03369	-0.10668
6.484	-0.03391	-0.10626
6.486	-0.03412	-0.10585
6.488	-0.03433	-0.10543
6.49	-0.03454	-0.10501
6.492	-0.03475	-0.1046
6.494	-0.03496	-0.10418
6.496	-0.03517	-0.10376
6.498	-0.03537	-0.10334
6.5	-0.03558	-0.10292
6.502	-0.03578	-0.1025
6.504	-0.03599	-0.10208
6.506	-0.03619	-0.10166
6.508	-0.0364	-0.10124
6.51	-0.0366	-0.10082
6.512	-0.0368	-0.1004
6.514	-0.037	-0.09998
6.516	-0.0372	-0.09956
6.518	-0.0374	-0.09913
6.52	-0.0376	-0.09871
6.522	-0.03779	-0.09829
6.524	-0.03799	-0.09786
6.526	-0.03818	-0.09744
6.528	-0.03838	-0.09702
6.53	-0.03857	-0.09659
6.532	-0.03876	-0.09617
6.534	-0.03896	-0.09574
6.536	-0.03915	-0.09532
6.538	-0.03934	-0.09489
6.54	-0.03953	-0.09446
6.542	-0.03972	-0.09404
6.544	-0.0399	-0.09361
6.546	-0.04009	-0.09319
6.548	-0.04028	-0.09276
6.55	-0.04046	-0.09233
6.552	-0.04065	-0.0919
6.554	-0.04083	-0.09148
6.556	-0.04101	-0.09105
6.558	-0.04119	-0.09062
6.56	-0.04137	-0.09019
6.562	-0.04155	-0.08976
6.564	-0.04173	-0.08933
6.566	-0.04191	-0.0889
6.568	-0.04209	-0.08847
6.57	-0.04226	-0.08804
6.572	-0.04244	-0.08761
6.574	-0.04262	-0.08718
6.576	-0.04279	-0.08675
6.578	-0.04296	-0.08632
6.58	-0.04313	-0.08589
6.582	-0.04331	-0.08546
6.584	-0.04348	-0.08503
6.586	-0.04365	-0.0846
6.588	-0.04381	-0.08417
6.59	-0.04398	-0.08374
6.592	-0.04415	-0.08331
6.594	-0.04432	-0.08288
6.596	-0.04448	-0.08244
6.598	-0.04465	-0.08201
6.6	-0.04481	-0.08158
6.602	-0.04497	-0.08115
6.604	-0.04513	-0.08072
6.606	-0.04529	-0.08028
6.608	-0.04546	-0.07985
6.61	-0.04561	-0.07942
6.612	-0.04577	-0.07899
6.614	-0.04593	-0.07855
6.616	-0.04609	-0.07812
6.618	-0.04624	-0.07769
6.62	-0.0464	-0.07726
6.622	-0.04655	-0.07682
6.624	-0.04671	-0.07639
6.626	-0.04686	-0.07596
6.628	-0.04701	-0.07552
6.63	-0.04716	-0.07509
6.632	-0.04731	-0.07466
6.634	-0.04746	-0.07422
6.636	-0.04761	-0.07379
6.638	-0.04775	-0.07336
6.64	-0.0479	-0.07292
6.642	-0.04804	-0.07249
6.644	-0.04819	-0.07206
6.646	-0.04833	-0.07162
6.648	-0.04848	-0.07119
6.65	-0.04862	-0.07076
6.652	-0.04876	-0.07032
6.654	-0.0489	-0.06989
6.656	-0.04904	-0.06946
6.658	-0.04918	-0.06903
6.66	-0.04931	-0.06859
6.662	-0.04945	-0.06816
6.664	-0.04959	-0.06773
6.666	-0.04972	-0.06729
6.668	-0.04986	-0.06686
6.67	-0.04999	-0.06643
6.672	-0.05012	-0.06599
6.674	-0.05025	-0.06556
6.676	-0.05038	-0.06513
6.678	-0.05051	-0.0647
6.68	-0.05064	-0.06426
6.682	-0.05077	-0.06383
6.684	-0.0509	-0.0634
6.686	-0.05102	-0.06297
6.688	-0.05115	-0.06254
6.69	-0.05128	-0.0621
6.692	-0.0514	-0.06167
6.694	-0.05152	-0.06124
6.696	-0.05164	-0.06081
6.698	-0.05177	-0.06038
6.7	-0.05189	-0.05995
6.702	-0.052	-0.05952
6.704	-0.05212	-0.05908
6.706	-0.05224	-0.05865
6.708	-0.05236	-0.05822
6.71	-0.05247	-0.05779
6.712	-0.05259	-0.05736
6.714	-0.0527	-0.05693
6.716	-0.05282	-0.0565
6.718	-0.05293	-0.05607
6.72	-0.05304	-0.05564
6.722	-0.05315	-0.05521
6.724	-0.05326	-0.05478
6.726	-0.05337	-0.05435
6.728	-0.05348	-0.05393
6.73	-0.05359	-0.0535
6.732	-0.05369	-0.05307
6.734	-0.0538	-0.05264
6.736	-0.0539	-0.05221
6.738	-0.05401	-0.05178
6.74	-0.05411	-0.05136
6.742	-0.05421	-0.05093
6.744	-0.05431	-0.0505
6.746	-0.05442	-0.05008
6.748	-0.05452	-0.04965
6.75	-0.05461	-0.04922
6.752	-0.05471	-0.0488
6.754	-0.05481	-0.04837
6.756	-0.05491	-0.04795
6.758	-0.055	-0.04752
6.76	-0.0551	-0.0471
6.762	-0.05519	-0.04667
6.764	-0.05528	-0.04625
6.766	-0.05537	-0.04582
6.768	-0.05547	-0.0454
6.77	-0.05556	-0.04498
6.772	-0.05565	-0.04455
6.774	-0.05573	-0.04413
6.776	-0.05582	-0.04371
6.778	-0.05591	-0.04329
6.78	-0.056	-0.04286
6.782	-0.05608	-0.04244
6.784	-0.05616	-0.04202
6.786	-0.05625	-0.0416
6.788	-0.05633	-0.04118
6.79	-0.05641	-0.04076
6.792	-0.05649	-0.04034
6.794	-0.05657	-0.03992
6.796	-0.05665	-0.0395
6.798	-0.05673	-0.03908
6.8	-0.05681	-0.03866
6.802	-0.05689	-0.03825
6.804	-0.05696	-0.03783
6.806	-0.05704	-0.03741
6.808	-0.05711	-0.03699
6.81	-0.05719	-0.03658
6.812	-0.05726	-0.03616
6.814	-0.05733	-0.03575
6.816	-0.0574	-0.03533
6.818	-0.05747	-0.03492
6.82	-0.05754	-0.0345
6.822	-0.05761	-0.03409
6.824	-0.05768	-0.03367
6.826	-0.05775	-0.03326
6.828	-0.05781	-0.03285
6.83	-0.05788	-0.03243
6.832	-0.05794	-0.03202
6.834	-0.058	-0.03161
6.836	-0.05807	-0.0312
6.838	-0.05813	-0.03079
6.84	-0.05819	-0.03038
6.842	-0.05825	-0.02997
6.844	-0.05831	-0.02956
6.846	-0.05837	-0.02915
6.848	-0.05843	-0.02874
6.85	-0.05848	-0.02834
6.852	-0.05854	-0.02793
6.854	-0.0586	-0.02752
6.856	-0.05865	-0.02712
6.858	-0.0587	-0.02671
6.86	-0.05876	-0.0263
6.862	-0.05881	-0.0259
6.864	-0.05886	-0.02549
6.866	-0.05891	-0.02509
6.868	-0.05896	-0.02469
6.87	-0.05901	-0.02428
6.872	-0.05906	-0.02388
6.874	-0.05911	-0.02348
6.876	-0.05915	-0.02308
6.878	-0.0592	-0.02268
6.88	-0.05924	-0.02228
6.882	-0.05929	-0.02188
6.884	-0.05933	-0.02148
6.886	-0.05937	-0.02108
6.888	-0.05942	-0.02068
6.89	-0.05946	-0.02028
6.892	-0.0595	-0.01989
6.894	-0.05954	-0.01949
6.896	-0.05957	-0.0191
6.898	-0.05961	-0.0187
6.9	-0.05965	-0.01831
6.902	-0.05969	-0.01791
6.904	-0.05972	-0.01752
6.906	-0.05976	-0.01712
6.908	-0.05979	-0.01673
6.91	-0.05982	-0.01634
6.912	-0.05985	-0.01595
6.914	-0.05989	-0.01556
6.916	-0.05992	-0.01517
6.918	-0.05995	-0.01478
6.92	-0.05998	-0.01439
6.922	-0.06	-0.014
6.924	-0.06003	-0.01361
6.926	-0.06006	-0.01323
6.928	-0.06008	-0.01284
6.93	-0.06011	-0.01245
6.932	-0.06013	-0.01207
6.934	-0.06016	-0.01168
6.936	-0.06018	-0.0113
6.938	-0.0602	-0.01092
6.94	-0.06022	-0.01053
6.942	-0.06025	-0.01015
6.944	-0.06027	-0.00977
6.946	-0.06028	-0.00939
6.948	-0.0603	-0.00901
6.95	-0.06032	-0.00863
6.952	-0.06034	-0.00825
6.954	-0.06035	-0.00787
6.956	-0.06037	-0.0075
6.958	-0.06038	-0.00712
6.96	-0.0604	-0.00674
6.962	-0.06041	-0.00637
6.964	-0.06042	-0.00599
6.966	-0.06043	-0.00562
6.968	-0.06045	-0.00524
6.97	-0.06046	-0.00487
6.972	-0.06046	-0.0045
6.974	-0.06047	-0.00413
6.976	-0.06048	-0.00376
6.978	-0.06049	-0.00339
6.98	-0.0605	-0.00302
6.982	-0.0605	-0.00265
6.984	-0.06051	-0.00228
6.986	-0.06051	-0.00191
6.988	-0.06051	-0.00155
6.99	-0.06052	-0.00118
6.992	-0.06052	-0.00082
6.994	-0.06052	-0.00045
6.996	-0.06052	-0.00009
6.998	-0.06052	0.00027
7	-0.06052	0.00064
7.002	-0.06052	0.001
7.004	-0.06051	0.00136
7.006	-0.06051	0.00172
7.008	-0.06051	0.00208
7.01	-0.0605	0.00244
7.012	-0.0605	0.00279
7.014	-0.06049	0.00315
7.016	-0.06049	0.00351
7.018	-0.06048	0.00386
7.02	-0.06047	0.00422
7.022	-0.06046	0.00457
7.024	-0.06045	0.00493
7.026	-0.06044	0.00528
7.028	-0.06043	0.00563
7.03	-0.06042	0.00598
7.032	-0.06041	0.00633
7.034	-0.06039	0.00668
7.036	-0.06038	0.00703
7.038	-0.06037	0.00738
7.04	-0.06035	0.00772
7.042	-0.06033	0.00807
7.044	-0.06032	0.00842
7.046	-0.0603	0.00876
7.048	-0.06028	0.0091
7.05	-0.06026	0.00945
7.052	-0.06025	0.00979
7.054	-0.06023	0.01013
7.056	-0.0602	0.01047
7.058	-0.06018	0.01081
7.06	-0.06016	0.01115
7.062	-0.06014	0.01149
7.064	-0.06012	0.01183
7.066	-0.06009	0.01216
7.068	-0.06007	0.0125
7.07	-0.06004	0.01283
7.072	-0.06002	0.01317
7.074	-0.05999	0.0135
