                Time            Position            Velocity
            13.03400             0.41717             0.00041
            13.03600             0.41717             0.00040
            13.03800             0.41717             0.00040
            13.04000             0.41717             0.00040
            13.04200             0.41717             0.00039
            13.04400             0.41718             0.00039
            13.04600             0.41718             0.00038
            13.04800             0.41718             0.00038
            13.05000             0.41718             0.00038
            13.05200             0.41718             0.00037
            13.05400             0.41718             0.00037
            13.05600             0.41718             0.00037
            13.05800             0.41718             0.00036
            13.06000             0.41718             0.00036
            13.06200             0.41718             0.00035
            13.06400             0.41718             0.00035
            13.06600             0.41718             0.00035
            13.06800             0.41718             0.00034
            13.07000             0.41718             0.00034
            13.07200             0.41719             0.00034
            13.07400             0.41719             0.00033
            13.07600             0.41719             0.00033
            13.07800             0.41719             0.00032
            13.08000             0.41719             0.00032
            13.08200             0.41719             0.00032
            13.08400             0.41719             0.00031
            13.08600             0.41719             0.00031
            13.08800             0.41719             0.00031
            13.09000             0.41719             0.00030
            13.09200             0.41719             0.00030
            13.09400             0.41719             0.00029
            13.09600             0.41719             0.00029
            13.09800             0.41719             0.00029
            13.10000             0.41719             0.00028
            13.10200             0.41719             0.00028
            13.10400             0.41720             0.00028
            13.10600             0.41720             0.00027
            13.10800             0.41720             0.00027
            13.11000             0.41720             0.00026
            13.11200             0.41720             0.00026
            13.11400             0.41720             0.00026
            13.11600             0.41720             0.00025
            13.11800             0.41720             0.00025
            13.12000             0.41720             0.00025
            13.12200             0.41720             0.00024
            13.12400             0.41720             0.00024
            13.12600             0.41720             0.00023
            13.12800             0.41720             0.00023
            13.13000             0.41720             0.00023
            13.13200             0.41720             0.00022
            13.13400             0.41720             0.00022
            13.13600             0.41720             0.00022
            13.13800             0.41720             0.00021
            13.14000             0.41720             0.00021
            13.14200             0.41720             0.00021
            13.14400             0.41720             0.00020
            13.14600             0.41721             0.00020
            13.14800             0.41721             0.00019
            13.15000             0.41721             0.00019
            13.15200             0.41721             0.00019
            13.15400             0.41721             0.00018
            13.15600             0.41721             0.00018
            13.15800             0.41721             0.00018
            13.16000             0.41721             0.00017
            13.16200             0.41721             0.00017
            13.16400             0.41721             0.00017
            13.16600             0.41721             0.00016
            13.16800             0.41721             0.00016
            13.17000             0.41721             0.00015
            13.17200             0.41721             0.00015
            13.17400             0.41721             0.00015
            13.17600             0.41721             0.00014
            13.17800             0.41721             0.00014
            13.18000             0.41721             0.00014
            13.18200             0.41721             0.00013
            13.18400             0.41721             0.00013
            13.18600             0.41721             0.00013
            13.18800             0.41721             0.00012
            13.19000             0.41721             0.00012
            13.19200             0.41721             0.00012
            13.19400             0.41721             0.00011
            13.19600             0.41721             0.00011
            13.19800             0.41721             0.00011
            13.20000             0.41721             0.00010
            13.20200             0.41721             0.00010
            13.20400             0.41721             0.00010
            13.20600             0.41721             0.00009
            13.20800             0.41721             0.00009
            13.21000             0.41721             0.00008
            13.21200             0.41721             0.00008
            13.21400             0.41721             0.00008
            13.21600             0.41721             0.00007
            13.21800             0.41721             0.00007
            13.22000             0.41722             0.00007
            13.22200             0.41722             0.00006
            13.22400             0.41722             0.00006
            13.22600             0.41722             0.00006
            13.22800             0.41722             0.00005
            13.23000             0.41722             0.00005
            13.23200             0.41722             0.00005
            13.23400             0.41722             0.00004
            13.23600             0.41722             0.00004
            13.23800             0.41722             0.00004
            13.24000             0.41722             0.00003
            13.24200             0.41722             0.00003
            13.24400             0.41722             0.00003
            13.24600             0.41722             0.00002
            13.24800             0.41722             0.00002
            13.25000             0.41722             0.00002
            13.25200             0.41722             0.00001
            13.25400             0.41722             0.00001
            13.25600             0.41722             0.00001
            13.25800             0.41722             0.00000
            13.26000             0.41722             0.00000
            13.26200             0.41722            -0.00000
            13.26400             0.41722            -0.00001
            13.26600             0.41722            -0.00001
            13.26800             0.41722            -0.00001
            13.27000             0.41722            -0.00002
            13.27200             0.41722            -0.00002
            13.27400             0.41722            -0.00002
            13.27600             0.41722            -0.00003
            13.27800             0.41722            -0.00003
            13.28000             0.41722            -0.00003
            13.28200             0.41722            -0.00004
            13.28400             0.41722            -0.00004
            13.28600             0.41722            -0.00004
            13.28800             0.41722            -0.00005
            13.29000             0.41722            -0.00005
            13.29200             0.41722            -0.00005
            13.29400             0.41722            -0.00005
            13.29600             0.41722            -0.00006
            13.29800             0.41722            -0.00006
            13.30000             0.41722            -0.00006
            13.30200             0.41721            -0.00007
            13.30400             0.41721            -0.00007
            13.30600             0.41721            -0.00007
            13.30800             0.41721            -0.00008
            13.31000             0.41721            -0.00008
            13.31200             0.41721            -0.00008
            13.31400             0.41721            -0.00009
            13.31600             0.41721            -0.00009
            13.31800             0.41721            -0.00009
            13.32000             0.41721            -0.00010
            13.32200             0.41721            -0.00010
            13.32400             0.41721            -0.00010
            13.32600             0.41721            -0.00010
            13.32800             0.41721            -0.00011
            13.33000             0.41721            -0.00011
            13.33200             0.41721            -0.00011
            13.33400             0.41721            -0.00012
            13.33600             0.41721            -0.00012
            13.33800             0.41721            -0.00012
            13.34000             0.41721            -0.00013
            13.34200             0.41721            -0.00013
            13.34400             0.41721            -0.00013
            13.34600             0.41721            -0.00014
            13.34800             0.41721            -0.00014
            13.35000             0.41721            -0.00014
            13.35200             0.41721            -0.00014
            13.35400             0.41721            -0.00015
            13.35600             0.41721            -0.00015
            13.35800             0.41721            -0.00015
            13.36000             0.41721            -0.00016
            13.36200             0.41721            -0.00016
            13.36400             0.41721            -0.00016
            13.36600             0.41721            -0.00016
            13.36800             0.41721            -0.00017
            13.37000             0.41721            -0.00017
            13.37200             0.41721            -0.00017
            13.37400             0.41721            -0.00018
            13.37600             0.41721            -0.00018
            13.37800             0.41721            -0.00018
            13.38000             0.41721            -0.00018
            13.38200             0.41720            -0.00019
            13.38400             0.41720            -0.00019
            13.38600             0.41720            -0.00019
            13.38800             0.41720            -0.00020
            13.39000             0.41720            -0.00020
            13.39200             0.41720            -0.00020
            13.39400             0.41720            -0.00020
            13.39600             0.41720            -0.00021
            13.39800             0.41720            -0.00021
            13.40000             0.41720            -0.00021
            13.40200             0.41720            -0.00022
            13.40400             0.41720            -0.00022
            13.40600             0.41720            -0.00022
            13.40800             0.41720            -0.00022
            13.41000             0.41720            -0.00023
            13.41200             0.41720            -0.00023
            13.41400             0.41720            -0.00023
            13.41600             0.41720            -0.00024
            13.41800             0.41720            -0.00024
            13.42000             0.41720            -0.00024
            13.42200             0.41720            -0.00024
            13.42400             0.41720            -0.00025
            13.42600             0.41720            -0.00025
            13.42800             0.41719            -0.00025
            13.43000             0.41719            -0.00025
            13.43200             0.41719            -0.00026
            13.43400             0.41719            -0.00026
            13.43600             0.41719            -0.00026
            13.43800             0.41719            -0.00026
            13.44000             0.41719            -0.00027
            13.44200             0.41719            -0.00027
            13.44400             0.41719            -0.00027
            13.44600             0.41719            -0.00027
            13.44800             0.41719            -0.00028
            13.45000             0.41719            -0.00028
            13.45200             0.41719            -0.00028
            13.45400             0.41719            -0.00029
            13.45600             0.41719            -0.00029
            13.45800             0.41719            -0.00029
            13.46000             0.41719            -0.00029
            13.46200             0.41719            -0.00030
            13.46400             0.41718            -0.00030
            13.46600             0.41718            -0.00030
            13.46800             0.41718            -0.00030
            13.47000             0.41718            -0.00031
            13.47200             0.41718            -0.00031
            13.47400             0.41718            -0.00031
            13.47600             0.41718            -0.00031
            13.47800             0.41718            -0.00032
            13.48000             0.41718            -0.00032
            13.48200             0.41718            -0.00032
            13.48400             0.41718            -0.00032
            13.48600             0.41718            -0.00032
            13.48800             0.41718            -0.00033
            13.49000             0.41718            -0.00033
            13.49200             0.41718            -0.00033
            13.49400             0.41718            -0.00033
            13.49600             0.41717            -0.00034
            13.49800             0.41717            -0.00034
            13.50000             0.41717            -0.00034
            13.50200             0.41717            -0.00034
            13.50400             0.41717            -0.00035
            13.50600             0.41717            -0.00035
            13.50800             0.41717            -0.00035
            13.51000             0.41717            -0.00035
            13.51200             0.41717            -0.00036
            13.51400             0.41717            -0.00036
            13.51600             0.41717            -0.00036
            13.51800             0.41717            -0.00036
            13.52000             0.41717            -0.00036
            13.52200             0.41717            -0.00037
            13.52400             0.41716            -0.00037
            13.52600             0.41716            -0.00037
            13.52800             0.41716            -0.00037
            13.53000             0.41716            -0.00038
            13.53200             0.41716            -0.00038
            13.53400             0.41716            -0.00038
            13.53600             0.41716            -0.00038
            13.53800             0.41716            -0.00038
            13.54000             0.41716            -0.00039
            13.54200             0.41716            -0.00039
            13.54400             0.41716            -0.00039
            13.54600             0.41716            -0.00039
            13.54800             0.41716            -0.00040
            13.55000             0.41715            -0.00040
            13.55200             0.41715            -0.00040
            13.55400             0.41715            -0.00040
            13.55600             0.41715            -0.00040
            13.55800             0.41715            -0.00041
            13.56000             0.41715            -0.00041
            13.56200             0.41715            -0.00041
            13.56400             0.41715            -0.00041
            13.56600             0.41715            -0.00041
            13.56800             0.41715            -0.00042
            13.57000             0.41715            -0.00042
            13.57200             0.41715            -0.00042
            13.57400             0.41714            -0.00042
            13.57600             0.41714            -0.00042
            13.57800             0.41714            -0.00043
            13.58000             0.41714            -0.00043
            13.58200             0.41714            -0.00043
            13.58400             0.41714            -0.00043
            13.58600             0.41714            -0.00043
            13.58800             0.41714            -0.00044
            13.59000             0.41714            -0.00044
            13.59200             0.41714            -0.00044
            13.59400             0.41714            -0.00044
            13.59600             0.41714            -0.00044
            13.59800             0.41713            -0.00045
            13.60000             0.41713            -0.00045
            13.60200             0.41713            -0.00045
            13.60400             0.41713            -0.00045
            13.60600             0.41713            -0.00045
            13.60800             0.41713            -0.00046
            13.61000             0.41713            -0.00046
            13.61200             0.41713            -0.00046
            13.61400             0.41713            -0.00046
            13.61600             0.41713            -0.00046
            13.61800             0.41713            -0.00047
            13.62000             0.41712            -0.00047
            13.62200             0.41712            -0.00047
            13.62400             0.41712            -0.00047
            13.62600             0.41712            -0.00047
            13.62800             0.41712            -0.00047
            13.63000             0.41712            -0.00048
            13.63200             0.41712            -0.00048
            13.63400             0.41712            -0.00048
            13.63600             0.41712            -0.00048
            13.63800             0.41712            -0.00048
            13.64000             0.41711            -0.00048
            13.64200             0.41711            -0.00049
            13.64400             0.41711            -0.00049
            13.64600             0.41711            -0.00049
            13.64800             0.41711            -0.00049
            13.65000             0.41711            -0.00049
            13.65200             0.41711            -0.00049
            13.65400             0.41711            -0.00050
            13.65600             0.41711            -0.00050
            13.65800             0.41711            -0.00050
            13.66000             0.41710            -0.00050
            13.66200             0.41710            -0.00050
            13.66400             0.41710            -0.00050
            13.66600             0.41710            -0.00051
            13.66800             0.41710            -0.00051
            13.67000             0.41710            -0.00051
            13.67200             0.41710            -0.00051
            13.67400             0.41710            -0.00051
            13.67600             0.41710            -0.00051
            13.67800             0.41710            -0.00052
            13.68000             0.41709            -0.00052
            13.68200             0.41709            -0.00052
            13.68400             0.41709            -0.00052
            13.68600             0.41709            -0.00052
            13.68800             0.41709            -0.00052
            13.69000             0.41709            -0.00052
            13.69200             0.41709            -0.00053
            13.69400             0.41709            -0.00053
            13.69600             0.41709            -0.00053
            13.69800             0.41709            -0.00053
            13.70000             0.41708            -0.00053
            13.70200             0.41708            -0.00053
            13.70400             0.41708            -0.00053
            13.70600             0.41708            -0.00054
            13.70800             0.41708            -0.00054
            13.71000             0.41708            -0.00054
            13.71200             0.41708            -0.00054
            13.71400             0.41708            -0.00054
            13.71600             0.41708            -0.00054
            13.71800             0.41707            -0.00054
            13.72000             0.41707            -0.00055
            13.72200             0.41707            -0.00055
            13.72400             0.41707            -0.00055
            13.72600             0.41707            -0.00055
            13.72800             0.41707            -0.00055
            13.73000             0.41707            -0.00055
            13.73200             0.41707            -0.00055
            13.73400             0.41707            -0.00056
            13.73600             0.41706            -0.00056
            13.73800             0.41706            -0.00056
            13.74000             0.41706            -0.00056
            13.74200             0.41706            -0.00056
            13.74400             0.41706            -0.00056
            13.74600             0.41706            -0.00056
            13.74800             0.41706            -0.00056
            13.75000             0.41706            -0.00057
            13.75200             0.41706            -0.00057
            13.75400             0.41705            -0.00057
            13.75600             0.41705            -0.00057
            13.75800             0.41705            -0.00057
            13.76000             0.41705            -0.00057
            13.76200             0.41705            -0.00057
            13.76400             0.41705            -0.00057
            13.76600             0.41705            -0.00057
            13.76800             0.41705            -0.00058
            13.77000             0.41705            -0.00058
            13.77200             0.41704            -0.00058
            13.77400             0.41704            -0.00058
            13.77600             0.41704            -0.00058
            13.77800             0.41704            -0.00058
            13.78000             0.41704            -0.00058
            13.78200             0.41704            -0.00058
            13.78400             0.41704            -0.00058
            13.78600             0.41704            -0.00059
            13.78800             0.41703            -0.00059
            13.79000             0.41703            -0.00059
            13.79200             0.41703            -0.00059
            13.79400             0.41703            -0.00059
            13.79600             0.41703            -0.00059
            13.79800             0.41703            -0.00059
            13.80000             0.41703            -0.00059
            13.80200             0.41703            -0.00059
            13.80400             0.41703            -0.00059
            13.80600             0.41702            -0.00060
            13.80800             0.41702            -0.00060
            13.81000             0.41702            -0.00060
            13.81200             0.41702            -0.00060
            13.81400             0.41702            -0.00060
            13.81600             0.41702            -0.00060
            13.81800             0.41702            -0.00060
            13.82000             0.41702            -0.00060
            13.82200             0.41701            -0.00060
            13.82400             0.41701            -0.00060
            13.82600             0.41701            -0.00060
            13.82800             0.41701            -0.00061
            13.83000             0.41701            -0.00061
            13.83200             0.41701            -0.00061
            13.83400             0.41701            -0.00061
            13.83600             0.41701            -0.00061
            13.83800             0.41701            -0.00061
            13.84000             0.41700            -0.00061
            13.84200             0.41700            -0.00061
            13.84400             0.41700            -0.00061
            13.84600             0.41700            -0.00061
            13.84800             0.41700            -0.00061
            13.85000             0.41700            -0.00061
            13.85200             0.41700            -0.00061
            13.85400             0.41700            -0.00062
            13.85600             0.41699            -0.00062
            13.85800             0.41699            -0.00062
            13.86000             0.41699            -0.00062
            13.86200             0.41699            -0.00062
            13.86400             0.41699            -0.00062
            13.86600             0.41699            -0.00062
            13.86800             0.41699            -0.00062
            13.87000             0.41699            -0.00062
            13.87200             0.41698            -0.00062
            13.87400             0.41698            -0.00062
            13.87600             0.41698            -0.00062
            13.87800             0.41698            -0.00062
            13.88000             0.41698            -0.00062
            13.88200             0.41698            -0.00063
            13.88400             0.41698            -0.00063
            13.88600             0.41698            -0.00063
            13.88800             0.41697            -0.00063
            13.89000             0.41697            -0.00063
            13.89200             0.41697            -0.00063
            13.89400             0.41697            -0.00063
            13.89600             0.41697            -0.00063
            13.89800             0.41697            -0.00063
            13.90000             0.41697            -0.00063
            13.90200             0.41697            -0.00063
            13.90400             0.41696            -0.00063
            13.90600             0.41696            -0.00063
            13.90800             0.41696            -0.00063
            13.91000             0.41696            -0.00063
            13.91200             0.41696            -0.00063
            13.91400             0.41696            -0.00063
            13.91600             0.41696            -0.00063
            13.91800             0.41696            -0.00063
            13.92000             0.41695            -0.00064
            13.92200             0.41695            -0.00064
            13.92400             0.41695            -0.00064
            13.92600             0.41695            -0.00064
            13.92800             0.41695            -0.00064
            13.93000             0.41695            -0.00064
            13.93200             0.41695            -0.00064
            13.93400             0.41694            -0.00064
            13.93600             0.41694            -0.00064
            13.93800             0.41694            -0.00064
            13.94000             0.41694            -0.00064
            13.94200             0.41694            -0.00064
            13.94400             0.41694            -0.00064
            13.94600             0.41694            -0.00064
            13.94800             0.41694            -0.00064
            13.95000             0.41693            -0.00064
            13.95200             0.41693            -0.00064
            13.95400             0.41693            -0.00064
            13.95600             0.41693            -0.00064
            13.95800             0.41693            -0.00064
            13.96000             0.41693            -0.00064
            13.96200             0.41693            -0.00064
            13.96400             0.41693            -0.00064
            13.96600             0.41692            -0.00064
            13.96800             0.41692            -0.00064
            13.97000             0.41692            -0.00064
            13.97200             0.41692            -0.00064
            13.97400             0.41692            -0.00064
            13.97600             0.41692            -0.00064
            13.97800             0.41692            -0.00064
            13.98000             0.41692            -0.00065
            13.98200             0.41691            -0.00065
            13.98400             0.41691            -0.00065
            13.98600             0.41691            -0.00065
            13.98800             0.41691            -0.00065
            13.99000             0.41691            -0.00065
            13.99200             0.41691            -0.00065
            13.99400             0.41691            -0.00065
            13.99600             0.41691            -0.00065
            13.99800             0.41690            -0.00065
            14.00000             0.41690            -0.00065
            14.00200             0.41690            -0.00065
            14.00400             0.41690            -0.00065
            14.00600             0.41690            -0.00065
            14.00800             0.41690            -0.00065
            14.01000             0.41690            -0.00065
            14.01200             0.41689            -0.00065
            14.01400             0.41689            -0.00065
            14.01600             0.41689            -0.00065
            14.01800             0.41689            -0.00065
            14.02000             0.41689            -0.00065
            14.02200             0.41689            -0.00065
            14.02400             0.41689            -0.00065
            14.02600             0.41689            -0.00065
            14.02800             0.41688            -0.00065
            14.03000             0.41688            -0.00065
            14.03200             0.41688            -0.00065
            14.03400             0.41688            -0.00065
            14.03600             0.41688            -0.00065
            14.03800             0.41688            -0.00065
            14.04000             0.41688            -0.00065
            14.04200             0.41688            -0.00065
            14.04400             0.41687            -0.00065
            14.04600             0.41687            -0.00065
            14.04800             0.41687            -0.00065
            14.05000             0.41687            -0.00065
            14.05200             0.41687            -0.00065
            14.05400             0.41687            -0.00065
            14.05600             0.41687            -0.00065
            14.05800             0.41686            -0.00065
            14.06000             0.41686            -0.00065
            14.06200             0.41686            -0.00065
            14.06400             0.41686            -0.00065
            14.06600             0.41686            -0.00065
            14.06800             0.41686            -0.00065
            14.07000             0.41686            -0.00065
            14.07200             0.41686            -0.00065
            14.07400             0.41685            -0.00065
            14.07600             0.41685            -0.00065
            14.07800             0.41685            -0.00065
            14.08000             0.41685            -0.00065
            14.08200             0.41685            -0.00065
            14.08400             0.41685            -0.00065
            14.08600             0.41685            -0.00064
            14.08800             0.41685            -0.00064
            14.09000             0.41684            -0.00064
            14.09200             0.41684            -0.00064
            14.09400             0.41684            -0.00064
            14.09600             0.41684            -0.00064
            14.09800             0.41684            -0.00064
            14.10000             0.41684            -0.00064
            14.10200             0.41684            -0.00064
            14.10400             0.41684            -0.00064
            14.10600             0.41683            -0.00064
            14.10800             0.41683            -0.00064
            14.11000             0.41683            -0.00064
            14.11200             0.41683            -0.00064
            14.11400             0.41683            -0.00064
            14.11600             0.41683            -0.00064
            14.11800             0.41683            -0.00064
            14.12000             0.41683            -0.00064
            14.12200             0.41682            -0.00064
            14.12400             0.41682            -0.00064
            14.12600             0.41682            -0.00064
            14.12800             0.41682            -0.00064
            14.13000             0.41682            -0.00064
            14.13200             0.41682            -0.00064
            14.13400             0.41682            -0.00064
            14.13600             0.41681            -0.00064
            14.13800             0.41681            -0.00064
            14.14000             0.41681            -0.00064
            14.14200             0.41681            -0.00064
            14.14400             0.41681            -0.00064
            14.14600             0.41681            -0.00064
            14.14800             0.41681            -0.00063
            14.15000             0.41681            -0.00063
            14.15200             0.41680            -0.00063
            14.15400             0.41680            -0.00063
            14.15600             0.41680            -0.00063
            14.15800             0.41680            -0.00063
            14.16000             0.41680            -0.00063
            14.16200             0.41680            -0.00063
            14.16400             0.41680            -0.00063
            14.16600             0.41680            -0.00063
            14.16800             0.41679            -0.00063
            14.17000             0.41679            -0.00063
            14.17200             0.41679            -0.00063
            14.17400             0.41679            -0.00063
            14.17600             0.41679            -0.00063
            14.17800             0.41679            -0.00063
            14.18000             0.41679            -0.00063
            14.18200             0.41679            -0.00063
            14.18400             0.41678            -0.00063
            14.18600             0.41678            -0.00063
            14.18800             0.41678            -0.00063
            14.19000             0.41678            -0.00062
            14.19200             0.41678            -0.00062
            14.19400             0.41678            -0.00062
            14.19600             0.41678            -0.00062
            14.19800             0.41678            -0.00062
            14.20000             0.41677            -0.00062
            14.20200             0.41677            -0.00062
            14.20400             0.41677            -0.00062
            14.20600             0.41677            -0.00062
            14.20800             0.41677            -0.00062
            14.21000             0.41677            -0.00062
            14.21200             0.41677            -0.00062
            14.21400             0.41677            -0.00062
            14.21600             0.41676            -0.00062
            14.21800             0.41676            -0.00062
            14.22000             0.41676            -0.00062
            14.22200             0.41676            -0.00061
            14.22400             0.41676            -0.00061
            14.22600             0.41676            -0.00061
            14.22800             0.41676            -0.00061
            14.23000             0.41676            -0.00061
            14.23200             0.41675            -0.00061
            14.23400             0.41675            -0.00061
            14.23600             0.41675            -0.00061
            14.23800             0.41675            -0.00061
            14.24000             0.41675            -0.00061
            14.24200             0.41675            -0.00061
            14.24400             0.41675            -0.00061
            14.24600             0.41675            -0.00061
            14.24800             0.41675            -0.00061
            14.25000             0.41674            -0.00060
            14.25200             0.41674            -0.00060
            14.25400             0.41674            -0.00060
            14.25600             0.41674            -0.00060
            14.25800             0.41674            -0.00060
            14.26000             0.41674            -0.00060
            14.26200             0.41674            -0.00060
            14.26400             0.41674            -0.00060
            14.26600             0.41673            -0.00060
            14.26800             0.41673            -0.00060
            14.27000             0.41673            -0.00060
            14.27200             0.41673            -0.00060
            14.27400             0.41673            -0.00060
            14.27600             0.41673            -0.00059
            14.27800             0.41673            -0.00059
            14.28000             0.41673            -0.00059
            14.28200             0.41672            -0.00059
            14.28400             0.41672            -0.00059
            14.28600             0.41672            -0.00059
            14.28800             0.41672            -0.00059
            14.29000             0.41672            -0.00059
            14.29200             0.41672            -0.00059
            14.29400             0.41672            -0.00059
            14.29600             0.41672            -0.00059
            14.29800             0.41672            -0.00059
            14.30000             0.41671            -0.00058
            14.30200             0.41671            -0.00058
            14.30400             0.41671            -0.00058
            14.30600             0.41671            -0.00058
            14.30800             0.41671            -0.00058
            14.31000             0.41671            -0.00058
            14.31200             0.41671            -0.00058
            14.31400             0.41671            -0.00058
            14.31600             0.41670            -0.00058
            14.31800             0.41670            -0.00058
            14.32000             0.41670            -0.00058
            14.32200             0.41670            -0.00057
            14.32400             0.41670            -0.00057
            14.32600             0.41670            -0.00057
            14.32800             0.41670            -0.00057
            14.33000             0.41670            -0.00057
            14.33200             0.41670            -0.00057
            14.33400             0.41669            -0.00057
            14.33600             0.41669            -0.00057
            14.33800             0.41669            -0.00057
            14.34000             0.41669            -0.00057
            14.34200             0.41669            -0.00056
            14.34400             0.41669            -0.00056
            14.34600             0.41669            -0.00056
            14.34800             0.41669            -0.00056
            14.35000             0.41669            -0.00056
            14.35200             0.41668            -0.00056
            14.35400             0.41668            -0.00056
            14.35600             0.41668            -0.00056
            14.35800             0.41668            -0.00056
            14.36000             0.41668            -0.00056
            14.36200             0.41668            -0.00055
            14.36400             0.41668            -0.00055
            14.36600             0.41668            -0.00055
            14.36800             0.41668            -0.00055
            14.37000             0.41667            -0.00055
            14.37200             0.41667            -0.00055
            14.37400             0.41667            -0.00055
            14.37600             0.41667            -0.00055
            14.37800             0.41667            -0.00055
            14.38000             0.41667            -0.00055
            14.38200             0.41667            -0.00054
            14.38400             0.41667            -0.00054
            14.38600             0.41667            -0.00054
            14.38800             0.41666            -0.00054
            14.39000             0.41666            -0.00054
            14.39200             0.41666            -0.00054
            14.39400             0.41666            -0.00054
            14.39600             0.41666            -0.00054
            14.39800             0.41666            -0.00054
            14.40000             0.41666            -0.00053
            14.40200             0.41666            -0.00053
            14.40400             0.41666            -0.00053
            14.40600             0.41665            -0.00053
            14.40800             0.41665            -0.00053
            14.41000             0.41665            -0.00053
            14.41200             0.41665            -0.00053
            14.41400             0.41665            -0.00053
            14.41600             0.41665            -0.00052
            14.41800             0.41665            -0.00052
            14.42000             0.41665            -0.00052
            14.42200             0.41665            -0.00052
            14.42400             0.41665            -0.00052
            14.42600             0.41664            -0.00052
            14.42800             0.41664            -0.00052
            14.43000             0.41664            -0.00052
            14.43200             0.41664            -0.00052
            14.43400             0.41664            -0.00051
            14.43600             0.41664            -0.00051
            14.43800             0.41664            -0.00051
            14.44000             0.41664            -0.00051
            14.44200             0.41664            -0.00051
            14.44400             0.41664            -0.00051
            14.44600             0.41663            -0.00051
            14.44800             0.41663            -0.00051
            14.45000             0.41663            -0.00050
            14.45200             0.41663            -0.00050
            14.45400             0.41663            -0.00050
            14.45600             0.41663            -0.00050
            14.45800             0.41663            -0.00050
            14.46000             0.41663            -0.00050
            14.46200             0.41663            -0.00050
            14.46400             0.41663            -0.00050
            14.46600             0.41662            -0.00049
            14.46800             0.41662            -0.00049
            14.47000             0.41662            -0.00049
            14.47200             0.41662            -0.00049
            14.47400             0.41662            -0.00049
            14.47600             0.41662            -0.00049
            14.47800             0.41662            -0.00049
            14.48000             0.41662            -0.00049
            14.48200             0.41662            -0.00048
            14.48400             0.41662            -0.00048
            14.48600             0.41661            -0.00048
            14.48800             0.41661            -0.00048
            14.49000             0.41661            -0.00048
            14.49200             0.41661            -0.00048
            14.49400             0.41661            -0.00048
            14.49600             0.41661            -0.00048
            14.49800             0.41661            -0.00047
            14.50000             0.41661            -0.00047
            14.50200             0.41661            -0.00047
            14.50400             0.41661            -0.00047
            14.50600             0.41660            -0.00047
            14.50800             0.41660            -0.00047
